account_id,company_size,industry,region,plan_type,signup_date,monthly_revenue
A00999,small_business,ecommerce,Europe,pro,2024-05-21,36
A01000,solo,marketing_agency,Europe,free,2024-02-23,0
A01001,small_business,tech_startup,Asia,free,2025-10-18,0
A01002,solo,marketing_agency,North America,free,2025-05-07,0
A01003,small_business,ecommerce,North America,pro,2025-01-15,12
A01004,small_business,ecommerce,Europe,pro,2025-12-29,12
A01005,mid_market,tech_startup,North America,pro,2024-10-18,12
A01006,small_business,marketing_agency,Europe,team,2026-02-20,90
A01007,small_business,tech_startup,North America,free,2024-10-06,0
A01008,small_business,marketing_agency,Europe,pro,2025-04-05,24
A01009,solo,tech_startup,North America,pro,2025-03-23,12
A01010,mid_market,media,Europe,team,2024-08-15,450
A01011,mid_market,marketing_agency,Europe,team,2024-12-23,180
A01012,small_business,education,North America,pro,2025-02-28,12
A01013,mid_market,ecommerce,Latin America,team,2025-02-09,300
A01014,mid_market,real_estate,Asia,pro,2024-08-29,48
A01015,mid_market,ecommerce,Asia,team,2024-03-24,300
A01016,solo,ecommerce,Asia,free,2024-08-17,0
A01017,mid_market,ecommerce,North America,team,2024-01-29,300
A01018,small_business,tech_startup,North America,pro,2024-04-11,36
A01019,small_business,real_estate,Europe,pro,2024-05-29,24
A01020,small_business,marketing_agency,Asia,pro,2024-02-09,36
A01021,small_business,marketing_agency,Europe,pro,2025-04-28,24
A01022,solo,ecommerce,North America,pro,2026-02-16,48
A01023,mid_market,ecommerce,Asia,team,2025-04-04,180
A01024,small_business,tech_startup,North America,pro,2024-03-22,12
A01025,solo,ecommerce,North America,free,2024-09-19,0
A01026,small_business,education,Europe,free,2024-08-08,0
A01027,solo,media,Latin America,free,2024-06-02,0
A01028,mid_market,real_estate,Europe,team,2025-07-15,450
A01029,solo,ecommerce,Europe,free,2024-04-23,0
A01030,mid_market,marketing_agency,North America,team,2026-03-05,300
A01031,solo,education,Europe,pro,2024-08-31,36
A01032,small_business,media,Europe,team,2024-05-04,60
A01033,solo,ecommerce,North America,free,2024-09-01,0
A01034,small_business,real_estate,Europe,free,2025-03-05,0
A01035,small_business,marketing_agency,Europe,pro,2025-10-16,48
A01036,solo,ecommerce,North America,pro,2024-03-05,12
A01037,mid_market,real_estate,North America,team,2025-05-26,180
A01038,small_business,media,North America,free,2025-10-09,0
A01039,small_business,marketing_agency,North America,free,2025-06-11,0
A01040,small_business,tech_startup,Latin America,pro,2025-08-11,24
A01041,small_business,ecommerce,Europe,pro,2026-01-05,24
A01042,small_business,marketing_agency,North America,free,2024-10-25,0
A01043,solo,ecommerce,North America,pro,2025-03-15,12
A01044,small_business,education,Asia,team,2025-09-21,120
A01045,small_business,tech_startup,North America,pro,2024-09-03,48
A01046,small_business,media,Europe,pro,2024-07-10,12
A01047,solo,real_estate,North America,pro,2025-06-20,36
A01048,small_business,media,Asia,team,2024-03-10,60
A01049,small_business,media,Europe,free,2025-02-03,0
A01050,solo,marketing_agency,North America,pro,2025-04-26,12
A01051,mid_market,ecommerce,North America,team,2025-10-12,450
A01052,solo,education,Europe,free,2025-01-17,0
A01053,solo,ecommerce,North America,pro,2024-09-16,12
A01054,small_business,marketing_agency,Europe,team,2024-12-31,60
A01055,solo,education,Europe,free,2024-12-19,0
A01056,solo,real_estate,Asia,pro,2024-09-03,12
A01057,small_business,media,North America,pro,2026-03-01,36
A01058,small_business,ecommerce,Asia,pro,2024-05-16,12
A01059,small_business,tech_startup,North America,pro,2024-12-26,36
A01060,solo,media,Asia,free,2025-10-20,0
A01061,small_business,marketing_agency,Asia,pro,2024-06-28,48
A01062,small_business,tech_startup,North America,free,2025-12-13,0
A01063,small_business,tech_startup,North America,free,2025-05-05,0
A01064,solo,education,North America,pro,2025-10-08,24
A01065,mid_market,education,North America,team,2024-05-18,180
A01066,solo,tech_startup,North America,free,2026-01-03,0
A01067,small_business,education,Europe,free,2026-03-05,0
A01068,mid_market,tech_startup,Europe,team,2025-04-13,180
A01069,solo,education,Europe,pro,2024-10-27,24
A01070,small_business,marketing_agency,North America,pro,2024-02-14,24
A01071,solo,media,North America,free,2024-02-12,0
A01072,small_business,real_estate,Asia,pro,2024-11-19,36
A01073,solo,tech_startup,Europe,free,2025-06-11,0
A01074,small_business,tech_startup,North America,pro,2025-02-11,48
A01075,solo,ecommerce,North America,pro,2024-09-16,12
A01076,solo,tech_startup,Asia,pro,2026-02-10,24
A01077,mid_market,ecommerce,Europe,team,2024-10-19,300
A01078,mid_market,media,North America,team,2026-03-10,180
A01079,solo,tech_startup,Latin America,free,2025-11-02,0
A01080,small_business,ecommerce,North America,pro,2024-12-05,36
A01081,small_business,tech_startup,Europe,pro,2024-05-07,36
A01082,mid_market,tech_startup,North America,team,2025-03-23,450
A01083,solo,tech_startup,North America,free,2026-01-31,0
A01084,small_business,real_estate,North America,free,2025-03-26,0
A01085,small_business,tech_startup,North America,pro,2025-01-30,36
A01086,small_business,ecommerce,Asia,team,2024-07-10,150
A01087,small_business,marketing_agency,Asia,pro,2025-12-09,48
A01088,mid_market,real_estate,Asia,team,2025-01-11,300
A01089,small_business,tech_startup,Europe,pro,2024-03-25,48
A01090,solo,real_estate,Europe,free,2024-03-21,0
A01091,solo,real_estate,Asia,free,2025-03-16,0
A01092,solo,media,North America,free,2025-09-08,0
A01093,solo,ecommerce,North America,free,2024-07-03,0
A01094,solo,marketing_agency,Europe,free,2025-07-12,0
A01095,small_business,tech_startup,North America,pro,2024-10-27,36
A01096,solo,ecommerce,Europe,pro,2024-04-15,12
A01097,mid_market,real_estate,Latin America,pro,2024-12-01,36
A01098,solo,ecommerce,North America,free,2024-11-09,0
A01099,small_business,ecommerce,Latin America,team,2025-04-01,150
A01100,solo,ecommerce,North America,free,2024-06-19,0
A01101,solo,education,North America,free,2025-12-07,0
A01102,mid_market,media,Latin America,pro,2025-03-30,36
A01103,small_business,real_estate,North America,free,2025-04-02,0
A01104,small_business,real_estate,North America,pro,2024-02-13,36
A01105,small_business,ecommerce,North America,free,2025-09-21,0
A01106,solo,tech_startup,Europe,pro,2025-03-21,36
A01107,solo,marketing_agency,North America,free,2025-10-16,0
A01108,solo,media,Europe,free,2024-02-28,0
A01109,small_business,tech_startup,North America,pro,2024-03-17,48
A01110,solo,media,Latin America,free,2025-01-07,0
A01111,mid_market,tech_startup,North America,team,2025-06-09,240
A01112,small_business,tech_startup,North America,team,2024-02-01,90
A01113,solo,media,North America,pro,2025-09-14,48
A01114,mid_market,tech_startup,Asia,pro,2024-02-05,24
A01115,small_business,ecommerce,North America,pro,2024-03-09,24
A01116,small_business,education,Latin America,free,2026-03-08,0
A01117,small_business,marketing_agency,North America,free,2025-10-22,0
A01118,mid_market,tech_startup,Latin America,team,2025-01-10,300
A01119,solo,marketing_agency,Europe,free,2025-01-27,0
A01120,small_business,marketing_agency,Europe,pro,2025-08-03,12
A01121,solo,education,Europe,pro,2025-09-11,24
A01122,solo,media,North America,free,2025-11-26,0
A01123,small_business,real_estate,North America,pro,2025-04-05,36
A01124,small_business,media,Asia,pro,2025-01-15,48
A01125,small_business,ecommerce,North America,pro,2026-02-20,12
A01126,small_business,education,North America,free,2025-08-10,0
A01127,small_business,marketing_agency,Asia,free,2024-05-20,0
A01128,small_business,tech_startup,North America,pro,2025-06-26,36
A01129,solo,real_estate,Europe,free,2025-02-11,0
A01130,small_business,tech_startup,North America,free,2024-11-17,0
A01131,mid_market,real_estate,Asia,team,2025-10-27,300
A01132,mid_market,education,Asia,team,2024-09-12,180
A01133,small_business,ecommerce,North America,free,2024-01-27,0
A01134,solo,marketing_agency,Europe,pro,2026-01-23,24
A01135,small_business,real_estate,North America,free,2025-05-26,0
A01136,solo,education,North America,free,2025-06-14,0
A01137,small_business,tech_startup,North America,pro,2025-01-31,12
A01138,small_business,media,Latin America,free,2024-09-25,0
A01139,solo,tech_startup,Europe,pro,2026-03-04,36
A01140,small_business,media,Latin America,team,2025-12-21,150
A01141,small_business,marketing_agency,Asia,free,2024-08-07,0
A01142,solo,tech_startup,North America,free,2025-09-18,0
A01143,solo,tech_startup,Europe,pro,2024-10-19,48
A01144,solo,media,Asia,free,2024-07-23,0
A01145,small_business,ecommerce,Latin America,pro,2024-05-05,24
A01146,mid_market,marketing_agency,Asia,team,2024-03-16,450
A01147,small_business,tech_startup,North America,free,2024-06-25,0
A01148,small_business,media,Europe,pro,2025-12-31,48
A01149,small_business,marketing_agency,North America,pro,2024-03-30,36
A01150,small_business,marketing_agency,North America,pro,2025-11-14,36
A01151,solo,media,Latin America,free,2025-12-27,0
A01152,small_business,tech_startup,Asia,free,2024-03-07,0
A01153,mid_market,marketing_agency,North America,pro,2025-07-17,36
A01154,small_business,ecommerce,North America,pro,2024-11-03,24
A01155,mid_market,tech_startup,North America,team,2025-12-29,240
A01156,mid_market,media,North America,team,2025-01-05,240
A01157,mid_market,media,North America,team,2024-05-04,240
A01158,small_business,education,North America,pro,2024-05-22,24
A01159,mid_market,tech_startup,North America,team,2025-05-20,180
A01160,solo,media,Asia,pro,2025-01-04,36
A01161,mid_market,marketing_agency,Asia,pro,2025-04-23,24
A01162,small_business,media,Europe,pro,2025-09-18,12
A01163,mid_market,ecommerce,North America,team,2024-03-08,300
A01164,small_business,tech_startup,North America,free,2025-02-11,0
A01165,mid_market,real_estate,North America,team,2026-01-04,450
A01166,small_business,real_estate,Europe,team,2025-06-22,150
A01167,mid_market,media,North America,team,2026-02-26,450
A01168,small_business,media,North America,team,2025-08-11,60
A01169,small_business,ecommerce,North America,team,2024-05-08,120
A01170,solo,tech_startup,Europe,pro,2025-10-19,12
A01171,solo,marketing_agency,Latin America,free,2025-04-05,0
A01172,small_business,marketing_agency,North America,free,2025-04-22,0
A01173,small_business,tech_startup,North America,pro,2025-11-27,36
A01174,solo,education,North America,pro,2024-05-11,24
A01175,small_business,education,North America,team,2026-02-25,90
A01176,solo,ecommerce,Europe,pro,2025-03-19,12
A01177,small_business,education,Asia,free,2024-05-07,0
A01178,mid_market,real_estate,North America,team,2025-06-14,240
A01179,solo,media,Europe,free,2024-11-07,0
A01180,small_business,tech_startup,North America,team,2024-06-17,90
A01181,solo,ecommerce,North America,free,2024-11-26,0
A01182,solo,ecommerce,Latin America,pro,2025-12-27,24
A01183,small_business,ecommerce,North America,free,2024-12-20,0
A01184,small_business,tech_startup,North America,free,2025-06-15,0
A01185,small_business,marketing_agency,North America,pro,2024-10-17,12
A01186,small_business,ecommerce,North America,team,2024-09-13,90
A01187,solo,ecommerce,North America,free,2025-10-12,0
A01188,small_business,tech_startup,North America,pro,2025-07-18,36
A01189,small_business,education,Asia,team,2024-05-08,120
A01190,solo,media,Europe,pro,2025-09-21,12
A01191,small_business,tech_startup,Asia,pro,2025-05-29,24
A01192,small_business,tech_startup,Asia,free,2025-08-29,0
A01193,small_business,marketing_agency,North America,pro,2025-08-17,24
A01194,solo,tech_startup,North America,pro,2024-06-24,36
A01195,solo,marketing_agency,North America,free,2025-07-31,0
A01196,solo,ecommerce,Europe,free,2024-02-12,0
A01197,small_business,marketing_agency,Asia,team,2024-01-30,60
A01198,small_business,marketing_agency,North America,team,2024-02-16,120
A01199,solo,marketing_agency,North America,free,2025-10-28,0
A01200,solo,media,North America,pro,2024-08-03,48
A01201,solo,ecommerce,Latin America,free,2025-09-24,0
A01202,mid_market,real_estate,North America,team,2025-10-16,180
A01203,solo,tech_startup,North America,pro,2025-05-24,36
A01204,solo,education,Asia,pro,2025-10-19,36
A01205,mid_market,tech_startup,Asia,pro,2025-05-09,24
A01206,solo,marketing_agency,North America,free,2025-12-02,0
A01207,small_business,ecommerce,Europe,free,2025-02-19,0
A01208,solo,education,Asia,pro,2024-10-31,48
A01209,small_business,ecommerce,Europe,free,2024-03-15,0
A01210,small_business,marketing_agency,North America,pro,2025-12-06,12
A01211,mid_market,tech_startup,North America,pro,2024-06-10,48
A01212,solo,marketing_agency,Latin America,free,2025-03-01,0
A01213,small_business,ecommerce,Latin America,pro,2025-05-10,48
A01214,small_business,marketing_agency,Europe,free,2024-07-27,0
A01215,solo,tech_startup,Latin America,pro,2024-12-14,24
A01216,small_business,tech_startup,North America,pro,2024-11-16,36
A01217,solo,real_estate,North America,free,2026-01-21,0
A01218,small_business,tech_startup,North America,free,2024-12-19,0
A01219,solo,marketing_agency,North America,pro,2025-02-12,24
A01220,small_business,media,North America,team,2026-02-17,120
A01221,solo,education,Asia,free,2025-06-11,0
A01222,solo,tech_startup,North America,pro,2025-07-29,12
A01223,solo,media,North America,free,2024-11-22,0
A01224,small_business,marketing_agency,North America,free,2024-09-04,0
A01225,solo,marketing_agency,North America,pro,2025-04-22,12
A01226,solo,education,North America,free,2024-09-30,0
A01227,mid_market,ecommerce,Latin America,pro,2025-04-05,24
A01228,small_business,real_estate,Asia,pro,2024-05-24,12
A01229,small_business,ecommerce,North America,team,2024-02-21,120
A01230,solo,marketing_agency,Asia,free,2025-01-28,0
A01231,mid_market,media,Europe,team,2025-09-22,450
A01232,solo,marketing_agency,Europe,free,2024-09-11,0
A01233,small_business,tech_startup,North America,pro,2024-06-12,36
A01234,mid_market,education,Europe,team,2025-08-14,300
A01235,mid_market,real_estate,Asia,team,2024-07-13,240
A01236,solo,education,Asia,free,2025-05-25,0
A01237,small_business,tech_startup,Europe,pro,2025-06-11,48
A01238,mid_market,tech_startup,North America,pro,2025-05-25,36
A01239,small_business,media,Europe,pro,2025-05-24,12
A01240,small_business,real_estate,North America,pro,2024-04-02,48
A01241,small_business,ecommerce,North America,pro,2025-06-01,48
A01242,small_business,ecommerce,Latin America,pro,2024-09-03,24
A01243,mid_market,education,Europe,team,2025-08-20,300
A01244,small_business,media,North America,pro,2024-02-19,12
A01245,solo,ecommerce,North America,free,2024-10-15,0
A01246,mid_market,marketing_agency,Europe,team,2025-05-21,450
A01247,small_business,ecommerce,Asia,pro,2024-10-19,12
A01248,small_business,media,Latin America,pro,2024-04-20,48
A01249,solo,real_estate,North America,pro,2024-05-17,36
A01250,solo,marketing_agency,Asia,pro,2026-01-14,36
A01251,small_business,education,Asia,pro,2026-02-21,48
A01252,mid_market,ecommerce,Asia,team,2025-01-09,180
A01253,solo,education,North America,pro,2025-02-14,12
A01254,small_business,real_estate,North America,pro,2025-08-06,24
A01255,solo,marketing_agency,Europe,pro,2025-01-06,36
A01256,small_business,education,Latin America,pro,2024-03-16,48
A01257,mid_market,education,North America,pro,2025-05-31,48
A01258,small_business,ecommerce,North America,pro,2026-02-21,36
A01259,small_business,real_estate,North America,pro,2025-09-30,12
A01260,small_business,tech_startup,Asia,team,2024-05-11,60
A01261,small_business,real_estate,North America,pro,2025-02-07,36
A01262,small_business,real_estate,Europe,pro,2024-12-13,36
A01263,solo,education,North America,pro,2026-02-12,24
A01264,solo,ecommerce,North America,pro,2024-07-22,48
A01265,small_business,marketing_agency,Europe,pro,2025-05-27,12
A01266,mid_market,tech_startup,Europe,team,2024-02-16,180
A01267,small_business,ecommerce,Europe,pro,2024-05-20,36
A01268,mid_market,ecommerce,Europe,team,2025-04-30,450
A01269,small_business,ecommerce,Latin America,pro,2024-06-01,24
A01270,small_business,marketing_agency,Europe,pro,2024-12-01,36
A01271,solo,ecommerce,Asia,free,2024-06-15,0
A01272,solo,education,Asia,free,2025-02-06,0
A01273,small_business,ecommerce,North America,free,2025-09-23,0
A01274,mid_market,ecommerce,North America,team,2026-01-27,300
A01275,mid_market,marketing_agency,North America,pro,2025-08-30,36
A01276,small_business,real_estate,Europe,pro,2025-06-03,48
A01277,solo,ecommerce,North America,free,2025-12-26,0
A01278,small_business,tech_startup,Latin America,team,2025-07-30,120
A01279,small_business,media,North America,pro,2025-05-01,12
A01280,small_business,education,Asia,pro,2025-01-12,36
A01281,solo,tech_startup,North America,free,2025-11-20,0
A01282,mid_market,real_estate,Europe,pro,2024-04-22,48
A01283,solo,tech_startup,Europe,free,2025-08-20,0
A01284,solo,ecommerce,Latin America,free,2024-11-11,0
A01285,small_business,ecommerce,Europe,team,2026-01-12,60
A01286,small_business,ecommerce,Europe,team,2025-09-03,150
A01287,small_business,tech_startup,Europe,team,2024-09-28,90
A01288,small_business,ecommerce,North America,pro,2026-01-08,12
A01289,mid_market,media,Europe,team,2025-08-20,450
A01290,solo,media,Europe,free,2024-06-23,0
A01291,small_business,ecommerce,North America,pro,2025-06-20,48
A01292,solo,tech_startup,North America,free,2024-05-31,0
A01293,solo,media,North America,pro,2025-11-28,24
A01294,solo,ecommerce,North America,pro,2024-02-02,12
A01295,mid_market,ecommerce,Europe,team,2024-07-14,180
A01296,small_business,tech_startup,North America,team,2025-03-27,120
A01297,small_business,tech_startup,Europe,pro,2025-03-04,24
A01298,mid_market,marketing_agency,North America,team,2025-02-26,240
A01299,small_business,tech_startup,North America,team,2025-02-24,150
A01300,small_business,ecommerce,North America,pro,2026-01-23,12
A01301,solo,tech_startup,Europe,pro,2025-12-23,24
A01302,mid_market,marketing_agency,Asia,team,2025-06-15,240
A01303,mid_market,ecommerce,Latin America,pro,2025-07-28,36
A01304,solo,media,North America,pro,2025-11-09,48
A01305,small_business,media,North America,free,2025-06-22,0
A01306,solo,education,North America,free,2025-01-20,0
A01307,small_business,ecommerce,Europe,team,2024-11-17,90
A01308,solo,real_estate,Europe,free,2025-04-15,0
A01309,small_business,marketing_agency,Europe,free,2025-06-29,0
A01310,small_business,media,North America,pro,2024-12-16,36
A01311,mid_market,education,Europe,team,2025-11-23,300
A01312,small_business,real_estate,Asia,team,2025-09-16,150
A01313,small_business,education,North America,team,2024-07-15,90
A01314,small_business,ecommerce,Asia,pro,2024-10-12,36
A01315,solo,real_estate,North America,pro,2024-08-18,36
A01316,solo,tech_startup,Europe,free,2026-02-28,0
A01317,mid_market,education,North America,team,2024-10-22,240
A01318,mid_market,marketing_agency,North America,pro,2025-12-07,48
A01319,solo,media,Europe,free,2024-11-20,0
A01320,solo,marketing_agency,Latin America,free,2025-05-06,0
A01321,mid_market,education,North America,team,2024-12-23,300
A01322,small_business,media,Latin America,free,2024-10-21,0
A01323,solo,media,North America,free,2024-05-04,0
A01324,solo,ecommerce,Asia,free,2025-08-10,0
A01325,small_business,real_estate,North America,free,2025-11-23,0
A01326,small_business,ecommerce,Asia,team,2025-07-10,150
A01327,small_business,education,Europe,pro,2025-02-08,36
A01328,mid_market,tech_startup,North America,team,2026-03-02,240
A01329,mid_market,tech_startup,Europe,team,2024-10-24,180
A01330,solo,tech_startup,North America,pro,2024-10-21,12
A01331,solo,marketing_agency,North America,pro,2024-12-20,48
A01332,solo,real_estate,North America,free,2025-11-02,0
A01333,small_business,education,North America,pro,2024-09-19,48
A01334,solo,marketing_agency,Latin America,pro,2024-08-07,24
A01335,solo,real_estate,Latin America,free,2025-07-05,0
A01336,mid_market,tech_startup,North America,pro,2024-10-04,36
A01337,mid_market,education,North America,team,2024-05-20,180
A01338,small_business,media,Asia,team,2025-09-22,90
A01339,solo,education,Europe,free,2024-09-05,0
A01340,solo,tech_startup,Asia,free,2024-02-21,0
A01341,small_business,marketing_agency,Europe,pro,2025-11-16,24
A01342,small_business,tech_startup,Europe,pro,2025-10-15,24
A01343,small_business,ecommerce,North America,pro,2024-02-23,12
A01344,small_business,media,Europe,team,2025-02-27,120
A01345,small_business,marketing_agency,Asia,pro,2026-01-04,48
A01346,solo,education,North America,free,2024-04-12,0
A01347,small_business,education,North America,team,2025-11-28,90
A01348,small_business,tech_startup,North America,pro,2024-01-06,24
A01349,mid_market,real_estate,Asia,team,2025-02-20,450
A01350,solo,education,North America,pro,2025-05-03,24
A01351,solo,tech_startup,Latin America,free,2026-02-13,0
A01352,solo,tech_startup,Latin America,free,2024-10-21,0
A01353,solo,education,Europe,free,2024-11-24,0
A01354,small_business,ecommerce,North America,pro,2024-10-19,12
A01355,small_business,marketing_agency,Europe,pro,2026-02-26,12
A01356,solo,marketing_agency,Latin America,free,2025-10-29,0
A01357,small_business,real_estate,Latin America,pro,2025-08-10,24
A01358,small_business,media,Europe,free,2025-07-01,0
A01359,small_business,ecommerce,Europe,pro,2026-01-26,12
A01360,solo,tech_startup,North America,pro,2024-06-28,48
A01361,small_business,ecommerce,North America,team,2024-06-29,60
A01362,solo,ecommerce,North America,pro,2025-02-10,48
A01363,small_business,ecommerce,North America,pro,2024-07-09,36
A01364,solo,marketing_agency,Asia,free,2024-02-08,0
A01365,small_business,marketing_agency,Latin America,team,2024-01-10,120
A01366,mid_market,marketing_agency,North America,team,2025-08-04,180
A01367,solo,education,Asia,pro,2024-12-09,36
A01368,mid_market,marketing_agency,Europe,team,2025-04-10,450
A01369,solo,media,North America,free,2024-05-17,0
A01370,solo,media,Asia,free,2025-05-31,0
A01371,mid_market,marketing_agency,North America,team,2025-04-24,300
A01372,small_business,tech_startup,North America,pro,2024-07-16,12
A01373,small_business,tech_startup,North America,team,2024-12-04,90
A01374,small_business,marketing_agency,Europe,pro,2026-01-18,48
A01375,small_business,tech_startup,Europe,pro,2025-10-25,36
A01376,small_business,ecommerce,North America,pro,2026-01-05,24
A01377,solo,ecommerce,Europe,free,2024-01-15,0
A01378,solo,education,North America,pro,2026-01-24,36
A01379,mid_market,media,North America,team,2024-10-29,240
A01380,mid_market,media,North America,team,2024-06-28,450
A01381,mid_market,real_estate,Europe,team,2025-03-13,300
A01382,small_business,ecommerce,Europe,free,2024-03-29,0
A01383,small_business,marketing_agency,Europe,free,2025-02-14,0
A01384,small_business,media,North America,free,2025-11-16,0
A01385,solo,tech_startup,Europe,free,2024-04-07,0
A01386,solo,real_estate,Asia,pro,2024-07-08,24
A01387,small_business,ecommerce,North America,free,2025-05-03,0
A01388,solo,ecommerce,North America,free,2024-11-27,0
A01389,mid_market,real_estate,Asia,team,2024-09-11,180
A01390,solo,media,North America,pro,2024-09-24,48
A01391,solo,tech_startup,North America,free,2024-08-29,0
A01392,mid_market,ecommerce,Europe,team,2025-04-02,300
A01393,mid_market,tech_startup,Latin America,pro,2024-12-03,36
A01394,mid_market,real_estate,Europe,pro,2025-08-19,12
A01395,small_business,tech_startup,Latin America,pro,2024-09-24,36
A01396,solo,marketing_agency,Asia,pro,2025-12-10,24
A01397,small_business,ecommerce,North America,pro,2024-03-04,12
A01398,mid_market,real_estate,North America,team,2025-04-21,300
A01399,solo,tech_startup,North America,free,2024-06-12,0
A01400,small_business,media,Europe,pro,2025-02-19,36
A01401,solo,marketing_agency,North America,pro,2025-12-07,12
A01402,solo,real_estate,Asia,pro,2025-10-16,36
A01403,small_business,education,North America,pro,2025-01-11,24
A01404,mid_market,marketing_agency,North America,team,2024-08-12,240
A01405,mid_market,marketing_agency,Europe,pro,2025-05-04,24
A01406,solo,tech_startup,Asia,pro,2025-04-10,36
A01407,solo,tech_startup,North America,free,2025-03-01,0
A01408,small_business,ecommerce,Asia,pro,2025-12-19,48
A01409,solo,ecommerce,North America,free,2026-02-14,0
A01410,small_business,tech_startup,North America,free,2025-07-04,0
A01411,small_business,tech_startup,North America,pro,2025-11-11,24
A01412,small_business,marketing_agency,North America,pro,2026-02-19,24
A01413,small_business,real_estate,Asia,pro,2025-11-27,12
A01414,solo,marketing_agency,North America,free,2025-06-22,0
A01415,small_business,tech_startup,Latin America,pro,2025-04-02,36
A01416,solo,ecommerce,Asia,pro,2024-03-20,12
A01417,small_business,media,Asia,team,2024-03-04,90
A01418,solo,media,Asia,free,2025-08-09,0
A01419,small_business,marketing_agency,Latin America,free,2025-07-03,0
A01420,small_business,ecommerce,Asia,free,2024-06-02,0
A01421,solo,education,Latin America,free,2024-06-17,0
A01422,solo,media,Europe,pro,2024-12-01,48
A01423,solo,real_estate,North America,free,2024-04-29,0
A01424,small_business,real_estate,Asia,pro,2025-11-27,24
A01425,small_business,marketing_agency,Latin America,pro,2026-01-04,48
A01426,solo,marketing_agency,Europe,free,2024-04-03,0
A01427,mid_market,marketing_agency,Asia,pro,2025-06-06,48
A01428,small_business,tech_startup,North America,team,2024-02-26,150
A01429,small_business,tech_startup,Europe,pro,2024-05-15,48
A01430,solo,marketing_agency,North America,free,2025-04-12,0
A01431,solo,education,Asia,free,2025-07-31,0
A01432,solo,real_estate,North America,free,2024-02-29,0
A01433,solo,tech_startup,Asia,free,2025-07-26,0
A01434,small_business,education,Europe,pro,2025-04-18,36
A01435,small_business,marketing_agency,North America,pro,2026-01-10,12
A01436,mid_market,real_estate,Asia,team,2025-02-09,300
A01437,solo,media,Europe,pro,2024-01-04,24
A01438,mid_market,media,North America,team,2025-08-15,180
A01439,solo,media,Latin America,free,2024-02-16,0
A01440,small_business,education,North America,pro,2025-03-09,36
A01441,small_business,tech_startup,Latin America,free,2025-12-18,0
A01442,mid_market,media,North America,pro,2024-03-06,12
A01443,solo,tech_startup,Europe,pro,2024-03-11,48
A01444,solo,media,North America,free,2024-02-02,0
A01445,small_business,ecommerce,Asia,pro,2024-10-20,48
A01446,small_business,marketing_agency,Europe,free,2024-07-03,0
A01447,solo,tech_startup,North America,pro,2026-02-26,24
A01448,mid_market,ecommerce,North America,team,2026-02-23,450
A01449,mid_market,tech_startup,Europe,team,2025-01-18,450
A01450,solo,tech_startup,Latin America,free,2025-04-04,0
A01451,solo,ecommerce,North America,pro,2025-01-21,48
A01452,small_business,ecommerce,North America,team,2024-03-23,90
A01453,small_business,marketing_agency,North America,team,2025-10-31,120
A01454,mid_market,marketing_agency,North America,pro,2024-05-01,24
A01455,solo,real_estate,Latin America,free,2025-07-04,0
A01456,mid_market,education,Asia,team,2025-02-06,240
A01457,solo,marketing_agency,Europe,free,2026-01-15,0
A01458,small_business,education,Latin America,pro,2024-08-16,12
A01459,mid_market,education,Asia,team,2026-02-13,180
A01460,mid_market,marketing_agency,Europe,team,2024-11-01,450
A01461,small_business,ecommerce,North America,free,2025-11-20,0
A01462,mid_market,marketing_agency,North America,team,2026-01-06,450
A01463,solo,education,North America,pro,2025-06-28,48
A01464,mid_market,tech_startup,North America,team,2024-08-23,240
A01465,solo,ecommerce,North America,pro,2025-04-16,36
A01466,small_business,education,North America,pro,2024-06-07,36
A01467,small_business,education,Asia,pro,2024-07-12,12
A01468,mid_market,real_estate,North America,pro,2024-02-02,48
A01469,small_business,tech_startup,North America,pro,2025-09-21,12
A01470,mid_market,media,North America,team,2024-09-03,240
A01471,solo,real_estate,North America,pro,2024-03-09,12
A01472,small_business,education,Europe,team,2025-08-31,60
A01473,mid_market,education,Asia,team,2025-04-02,180
A01474,small_business,ecommerce,Europe,pro,2024-09-07,12
A01475,mid_market,marketing_agency,Latin America,team,2025-02-15,450
A01476,small_business,real_estate,North America,pro,2024-08-27,24
A01477,solo,real_estate,North America,pro,2026-02-11,12
A01478,solo,ecommerce,North America,pro,2024-05-23,36
A01479,small_business,marketing_agency,Europe,free,2024-08-27,0
A01480,mid_market,media,North America,team,2026-01-19,300
A01481,solo,tech_startup,North America,pro,2025-08-14,36
A01482,solo,media,Asia,pro,2024-08-30,36
A01483,small_business,tech_startup,North America,pro,2024-05-26,24
A01484,solo,tech_startup,North America,pro,2025-02-27,36
A01485,small_business,ecommerce,North America,pro,2024-10-08,12
A01486,small_business,marketing_agency,North America,team,2025-07-24,90
A01487,mid_market,marketing_agency,North America,pro,2025-10-03,48
A01488,small_business,tech_startup,North America,free,2025-07-23,0
A01489,small_business,real_estate,North America,pro,2025-05-22,12
A01490,solo,marketing_agency,Asia,pro,2024-12-18,48
A01491,small_business,tech_startup,North America,team,2025-06-21,120
A01492,small_business,tech_startup,Latin America,free,2025-12-14,0
A01493,mid_market,tech_startup,Asia,pro,2025-03-02,48
A01494,mid_market,tech_startup,North America,team,2024-06-01,300
A01495,solo,ecommerce,Europe,pro,2025-01-20,24
A01496,small_business,ecommerce,Latin America,free,2026-02-11,0
A01497,solo,ecommerce,Europe,pro,2025-07-04,48
A01498,small_business,tech_startup,North America,pro,2024-09-03,24
