deal_id,account_id,lead_source,created_date,deal_value,discount_pct,competitor_mentioned,stage,close_date,deal_status
D02444,A00405,ads,2025-03-27,3600,10,None,negotiation,2025-04-16,lost
D02445,A01518,referral,2025-02-07,120,10,Figma,negotiation,2025-03-12,won
D02446,A00658,referral,2025-07-15,480,10,Figma,proposal,2025-08-22,won
D02447,A00159,ads,2025-04-12,360,15,Canva,demo,2025-06-06,lost
D02448,A00956,website,2025-03-17,360,10,None,proposal,2025-04-02,won
D02449,A01661,ads,2025-01-09,720,10,Canva,demo,2025-02-14,lost
D02450,A01134,website,2025-12-31,120,0,None,proposal,2026-02-02,won
D02451,A00549,referral,2025-01-27,360,0,Adobe Express,demo,2025-02-06,won
D02452,A01813,website,2025-06-29,120,15,None,proposal,2025-07-24,won
D02453,A01550,website,2025-07-01,180,15,Canva,negotiation,2025-08-07,won
D02454,A00985,website,2025-02-04,480,0,None,proposal,2025-03-15,won
D02455,A01371,outbound,2025-03-26,1200,10,Piktochart,demo,2025-05-07,lost
D02456,A01768,website,2025-05-19,60,20,None,demo,2025-06-28,won
D02457,A01852,outbound,2025-07-10,720,15,Piktochart,demo,2025-08-25,won
D02458,A01660,ads,2025-08-24,2400,15,Canva,proposal,2025-10-21,won
D02459,A00279,outbound,2025-09-22,60,15,None,negotiation,2025-10-26,lost
D02460,A00479,outbound,2026-01-26,1200,25,Adobe Express,negotiation,2026-03-10,lost
D02461,A00111,website,2025-09-17,60,15,Figma,demo,2025-11-08,won
D02462,A01660,referral,2025-08-14,2400,10,Canva,negotiation,2025-09-02,won
D02463,A01949,ads,2025-02-17,720,10,Canva,negotiation,2025-02-26,won
D02464,A00431,referral,2025-01-23,60,0,Figma,proposal,2025-03-07,won
D02465,A00542,referral,2025-04-10,360,15,Canva,proposal,2025-05-03,won
D02466,A01139,referral,2025-04-18,60,0,Canva,demo,2025-05-11,lost
D02467,A01114,website,2026-01-08,1200,10,Canva,proposal,2026-01-25,lost
D02468,A01236,website,2025-12-11,60,0,Canva,proposal,2026-02-07,lost
D02469,A01574,referral,2025-06-25,2400,20,None,negotiation,2025-07-18,lost
D02470,A01619,referral,2025-10-23,480,10,Figma,negotiation,2025-12-11,won
D02471,A01563,website,2025-12-16,480,20,Piktochart,negotiation,2026-01-07,lost
D02472,A01753,outbound,2025-04-26,120,15,Adobe Express,demo,2025-06-04,won
D02473,A00360,website,2025-06-03,180,15,Canva,proposal,2025-07-17,won
D02474,A01510,outbound,2025-06-03,240,0,Adobe Express,proposal,2025-07-30,lost
D02475,A00372,ads,2025-04-23,120,0,Canva,demo,2025-06-13,lost
D02476,A01239,website,2025-10-05,480,15,Adobe Express,negotiation,2025-11-07,lost
D02477,A01757,ads,2025-10-18,480,0,Canva,proposal,2025-12-03,won
D02478,A01039,outbound,2025-09-04,240,10,Canva,negotiation,2025-09-14,lost
D02479,A00955,referral,2025-08-12,720,0,Piktochart,proposal,2025-08-20,won
D02480,A00259,ads,2025-06-20,60,10,Canva,proposal,2025-07-28,won
D02481,A00778,website,2025-07-22,360,15,Figma,negotiation,2025-08-13,won
D02482,A01487,website,2025-05-27,1800,15,Figma,demo,2025-06-23,won
D02483,A00120,referral,2025-10-31,60,0,Canva,proposal,2025-12-27,won
D02484,A00976,ads,2026-01-13,360,20,Canva,demo,2026-01-25,lost
D02485,A00913,ads,2026-02-11,360,0,None,negotiation,2026-03-01,won
D02486,A01152,outbound,2025-01-17,480,10,Canva,demo,2025-03-17,lost
D02487,A00723,ads,2025-12-25,1200,0,Piktochart,proposal,2026-01-20,won
D02488,A00523,website,2025-06-19,1200,25,Adobe Express,demo,2025-06-28,won
D02489,A01712,website,2025-11-11,1800,10,None,demo,2026-01-09,lost
D02490,A01669,ads,2025-09-09,120,20,None,demo,2025-11-08,won
D02491,A00325,outbound,2025-09-27,180,10,Adobe Express,demo,2025-11-02,won
D02492,A01344,website,2025-11-07,360,20,Canva,proposal,2025-12-22,won
D02493,A01530,website,2025-04-25,480,0,Adobe Express,negotiation,2025-05-23,won
D02494,A01550,ads,2025-12-07,180,15,None,demo,2026-01-05,lost
D02495,A01074,website,2025-09-18,480,15,Figma,proposal,2025-10-10,won
D02496,A01946,referral,2026-02-11,480,0,Adobe Express,proposal,2026-02-27,won
D02497,A01608,outbound,2025-12-27,60,0,Canva,demo,2026-01-10,won
D02498,A00069,ads,2025-03-17,3600,10,Figma,demo,2025-03-28,won
D02499,A00391,outbound,2025-05-25,480,20,Canva,proposal,2025-07-01,won
D02500,A00383,website,2025-08-11,1200,25,Adobe Express,proposal,2025-09-06,lost
D02501,A00016,outbound,2025-12-30,720,0,None,demo,2026-01-31,won
D02502,A01463,referral,2025-04-09,60,0,Piktochart,proposal,2025-06-06,won
D02503,A00846,referral,2025-05-10,360,15,Canva,proposal,2025-06-11,won
D02504,A00869,outbound,2026-02-06,480,15,Piktochart,negotiation,2026-03-05,won
D02505,A00568,website,2026-01-17,120,10,Canva,negotiation,2026-03-13,lost
D02506,A01641,referral,2025-10-18,60,0,Canva,negotiation,2025-11-04,lost
D02507,A00132,ads,2025-05-09,1200,20,Adobe Express,proposal,2025-06-06,lost
D02508,A01584,website,2025-03-17,360,0,Canva,demo,2025-04-24,lost
D02509,A01272,ads,2025-05-23,180,0,Piktochart,demo,2025-07-18,won
D02510,A00273,outbound,2025-01-05,2400,15,Canva,negotiation,2025-02-04,lost
D02511,A01647,ads,2025-06-22,240,15,Adobe Express,demo,2025-07-31,lost
D02512,A01956,outbound,2025-04-14,360,10,None,demo,2025-06-07,lost
D02513,A01862,website,2026-01-16,120,20,Adobe Express,negotiation,2026-02-25,won
D02514,A01872,website,2025-10-30,360,15,Adobe Express,negotiation,2025-12-22,lost
D02515,A01373,website,2026-02-14,720,20,None,demo,2026-03-27,lost
D02516,A00484,referral,2026-01-22,240,10,Figma,proposal,2026-02-24,won
D02517,A00550,ads,2025-10-29,240,15,None,negotiation,2025-12-01,lost
D02518,A00357,referral,2025-08-26,1800,15,Adobe Express,negotiation,2025-09-16,lost
D02519,A01776,website,2025-08-19,120,0,Canva,proposal,2025-10-07,lost
D02520,A01342,outbound,2025-10-24,720,10,Canva,proposal,2025-11-14,won
D02521,A01657,referral,2025-01-21,3600,10,Canva,demo,2025-02-24,won
D02522,A01072,outbound,2025-01-25,480,20,Adobe Express,demo,2025-03-07,lost
D02523,A01034,website,2025-08-02,480,20,Canva,demo,2025-09-09,lost
D02524,A00233,referral,2025-10-25,480,0,Figma,demo,2025-11-25,lost
D02525,A00036,referral,2025-10-15,2400,10,None,negotiation,2025-11-03,won
D02526,A00413,website,2025-01-08,720,0,Canva,negotiation,2025-01-30,won
D02527,A01486,website,2025-09-03,240,0,Adobe Express,demo,2025-10-26,lost
D02528,A01028,outbound,2025-05-13,2400,15,Canva,demo,2025-06-16,lost
D02529,A00044,outbound,2025-04-15,360,10,Adobe Express,negotiation,2025-05-10,won
D02530,A00568,ads,2025-06-08,180,20,Figma,negotiation,2025-06-19,lost
D02531,A01578,outbound,2025-03-21,240,0,Adobe Express,demo,2025-05-16,won
D02532,A01279,ads,2026-02-11,360,0,None,proposal,2026-03-11,lost
D02533,A00740,referral,2025-03-04,720,20,Adobe Express,negotiation,2025-04-22,won
D02534,A00114,referral,2025-11-11,240,10,Adobe Express,proposal,2025-12-10,lost
D02535,A01773,referral,2025-04-01,60,20,Canva,proposal,2025-05-24,lost
D02536,A00397,ads,2025-01-10,1200,0,Adobe Express,negotiation,2025-02-07,won
D02537,A01198,ads,2025-03-24,360,15,Adobe Express,negotiation,2025-05-18,lost
D02538,A01279,outbound,2025-11-20,240,10,Canva,proposal,2026-01-16,lost
D02539,A00466,outbound,2026-01-23,240,20,Adobe Express,proposal,2026-02-24,lost
D02540,A01953,website,2025-04-19,60,20,None,demo,2025-06-14,lost
D02541,A01301,website,2025-10-28,180,0,Adobe Express,negotiation,2025-12-21,lost
D02542,A01488,website,2025-04-27,720,20,None,negotiation,2025-05-28,lost
D02543,A00847,website,2025-06-14,120,0,Figma,negotiation,2025-06-23,lost
D02544,A00502,website,2025-08-20,60,20,Adobe Express,demo,2025-10-08,won
D02545,A00441,ads,2025-07-10,480,15,Canva,negotiation,2025-07-17,lost
D02546,A00069,outbound,2025-06-11,1200,10,Canva,proposal,2025-07-26,lost
D02547,A01533,referral,2025-09-24,60,20,Adobe Express,negotiation,2025-11-01,won
D02548,A00326,referral,2025-10-11,180,10,Adobe Express,negotiation,2025-12-08,won
D02549,A01766,outbound,2025-01-17,2400,10,Canva,negotiation,2025-03-17,won
D02550,A00067,referral,2025-08-06,1200,0,Canva,proposal,2025-09-01,won
D02551,A00304,outbound,2025-12-07,180,10,None,demo,2025-12-23,lost
D02552,A00972,website,2025-05-24,3600,0,Canva,proposal,2025-06-23,lost
D02553,A00484,website,2025-02-08,480,10,None,proposal,2025-02-16,won
D02554,A00929,ads,2025-05-26,360,0,Canva,proposal,2025-07-05,lost
D02555,A01572,referral,2025-11-05,60,10,Canva,negotiation,2025-11-28,won
D02556,A01441,referral,2026-01-29,480,0,Figma,proposal,2026-02-18,won
D02557,A01183,referral,2025-10-26,360,0,None,demo,2025-12-25,won
D02558,A00149,referral,2026-01-25,180,0,Canva,negotiation,2026-03-08,lost
D02559,A01051,outbound,2025-10-23,2400,25,Adobe Express,negotiation,2025-11-05,lost
D02560,A00987,ads,2025-07-26,120,15,Adobe Express,demo,2025-08-23,won
D02561,A00584,referral,2025-05-18,240,0,Figma,negotiation,2025-07-01,won
D02562,A00248,referral,2025-01-03,120,0,Canva,demo,2025-02-02,won
D02563,A01125,ads,2025-07-27,240,10,Canva,negotiation,2025-09-07,won
D02564,A00702,website,2026-02-11,240,10,None,demo,2026-03-31,won
D02565,A00096,website,2025-10-19,60,0,Canva,negotiation,2025-12-11,lost
D02566,A01408,referral,2025-12-29,360,20,Canva,demo,2026-01-31,won
D02567,A00282,ads,2025-01-03,480,20,Adobe Express,negotiation,2025-02-28,lost
D02568,A00322,referral,2026-03-08,120,20,Canva,demo,2026-04-11,won
D02569,A01420,website,2025-04-19,720,0,Adobe Express,negotiation,2025-05-14,lost
D02570,A01302,referral,2025-06-26,3600,25,Piktochart,demo,2025-08-09,won
D02571,A00529,website,2025-05-28,60,20,Figma,proposal,2025-06-11,lost
D02572,A00263,website,2025-12-28,2400,25,Adobe Express,proposal,2026-01-11,lost
D02573,A01643,outbound,2025-07-27,360,10,Canva,negotiation,2025-09-08,lost
D02574,A00580,referral,2025-04-05,180,0,Canva,negotiation,2025-04-27,lost
D02575,A01664,referral,2025-03-09,60,0,Figma,negotiation,2025-05-02,lost
D02576,A01317,website,2025-01-24,1200,20,None,negotiation,2025-02-13,won
D02577,A00294,referral,2025-05-22,240,0,None,demo,2025-07-21,lost
D02578,A01632,website,2025-12-23,120,0,None,demo,2026-01-27,won
D02579,A00395,website,2025-03-15,180,0,Adobe Express,demo,2025-04-11,lost
D02580,A00513,ads,2025-07-30,480,15,Canva,proposal,2025-09-15,lost
D02581,A00921,website,2025-03-16,720,10,Piktochart,demo,2025-05-04,won
D02582,A00810,referral,2025-12-06,120,15,Adobe Express,demo,2026-01-09,lost
D02583,A01204,website,2025-01-26,60,15,Figma,proposal,2025-02-05,lost
D02584,A00920,website,2026-02-05,180,15,None,demo,2026-02-25,won
D02585,A00693,outbound,2025-07-31,480,0,Figma,demo,2025-08-18,won
D02586,A00235,website,2025-08-07,120,20,None,demo,2025-09-12,won
D02587,A00952,referral,2025-06-28,180,0,None,proposal,2025-08-18,won
D02588,A01855,website,2025-05-22,120,10,Piktochart,proposal,2025-06-12,won
D02589,A01361,referral,2025-08-13,240,0,Canva,demo,2025-09-13,lost
D02590,A01032,referral,2025-04-23,360,0,Canva,negotiation,2025-05-23,won
D02591,A01467,website,2025-09-25,240,10,Adobe Express,proposal,2025-11-04,lost
D02592,A01965,referral,2026-02-14,720,0,Adobe Express,proposal,2026-02-27,won
D02593,A00539,referral,2025-05-04,480,0,Canva,proposal,2025-06-22,lost
D02594,A00820,outbound,2025-10-12,1800,20,None,negotiation,2025-10-19,lost
D02595,A01682,website,2025-03-18,480,20,Canva,demo,2025-04-15,lost
D02596,A01115,referral,2025-01-01,360,0,Figma,proposal,2025-01-27,won
D02597,A01878,outbound,2026-01-05,480,10,Adobe Express,proposal,2026-02-21,lost
D02598,A00272,website,2025-07-25,2400,0,None,negotiation,2025-09-09,won
D02599,A01858,referral,2025-04-11,480,0,Canva,demo,2025-05-10,lost
D02600,A01029,website,2025-08-30,180,10,Adobe Express,demo,2025-10-03,lost
D02601,A01618,outbound,2025-10-15,1200,0,Figma,demo,2025-10-30,lost
D02602,A01923,ads,2025-04-29,60,0,Canva,proposal,2025-06-09,lost
D02603,A01243,ads,2026-01-14,1200,25,Figma,demo,2026-01-29,lost
D02604,A01142,referral,2025-04-24,60,0,None,negotiation,2025-05-03,won
D02605,A00593,outbound,2025-05-12,180,15,Canva,demo,2025-06-05,won
D02606,A00976,ads,2025-11-26,720,0,Figma,negotiation,2025-12-18,won
D02607,A01606,outbound,2025-11-10,1200,15,None,demo,2025-12-21,lost
D02608,A00115,referral,2026-01-18,60,0,Figma,negotiation,2026-02-11,won
D02609,A00263,outbound,2025-10-05,1200,20,Adobe Express,demo,2025-10-25,lost
D02610,A01330,website,2026-02-12,120,0,Piktochart,proposal,2026-03-28,won
D02611,A01678,website,2025-04-28,480,0,Figma,negotiation,2025-05-27,won
D02612,A01446,ads,2025-07-02,360,0,Canva,proposal,2025-08-18,lost
D02613,A00207,website,2025-10-20,480,0,Canva,demo,2025-11-06,won
D02614,A01647,referral,2025-04-30,240,0,None,negotiation,2025-05-20,won
D02615,A00303,referral,2025-04-12,120,15,Canva,demo,2025-05-17,won
D02616,A00112,outbound,2025-04-26,1800,0,Piktochart,negotiation,2025-06-18,won
D02617,A01441,referral,2025-04-15,480,15,Piktochart,proposal,2025-04-26,won
D02618,A01579,website,2026-03-03,720,15,Piktochart,demo,2026-04-02,won
D02619,A01883,website,2025-01-18,360,15,Canva,negotiation,2025-03-14,won
D02620,A01309,ads,2025-03-22,240,0,Adobe Express,demo,2025-04-25,won
D02621,A01664,website,2025-04-28,60,10,None,negotiation,2025-06-19,lost
D02622,A00185,outbound,2025-10-12,480,15,Canva,negotiation,2025-11-26,won
D02623,A01765,outbound,2025-09-30,1800,20,None,negotiation,2025-11-15,won
D02624,A00901,outbound,2026-03-05,120,10,Canva,proposal,2026-03-25,won
D02625,A00221,outbound,2026-01-11,60,15,Adobe Express,demo,2026-03-08,won
D02626,A01888,ads,2025-10-02,1200,25,Canva,proposal,2025-11-22,won
D02627,A01468,outbound,2025-03-06,1800,25,Canva,demo,2025-03-20,lost
D02628,A01141,outbound,2025-10-14,720,20,None,proposal,2025-12-12,lost
D02629,A01094,website,2025-03-11,180,0,Canva,demo,2025-04-01,lost
D02630,A00898,referral,2026-02-14,60,0,Piktochart,demo,2026-03-31,won
D02631,A01094,website,2025-10-06,60,20,Figma,demo,2025-11-03,lost
D02632,A00622,ads,2025-09-26,240,10,Piktochart,negotiation,2025-11-07,won
D02633,A00427,outbound,2025-03-11,240,15,Adobe Express,demo,2025-05-10,lost
D02634,A00644,ads,2025-04-16,60,0,Canva,demo,2025-06-01,lost
D02635,A00568,website,2025-08-15,120,20,Canva,demo,2025-10-09,won
D02636,A00443,outbound,2025-06-14,360,10,None,proposal,2025-07-12,lost
D02637,A00601,website,2025-01-16,60,0,None,demo,2025-03-08,lost
D02638,A01161,ads,2025-01-13,1200,0,Adobe Express,negotiation,2025-03-09,won
D02639,A00504,outbound,2026-01-16,1200,0,Canva,negotiation,2026-02-22,lost
D02640,A00131,website,2026-02-17,720,20,None,demo,2026-02-27,lost
D02641,A00218,referral,2026-02-08,1200,10,Canva,negotiation,2026-03-07,lost
D02642,A00688,outbound,2025-07-14,1200,25,None,negotiation,2025-09-07,lost
D02643,A00171,outbound,2025-05-30,1800,0,Canva,proposal,2025-06-15,lost
D02644,A01499,referral,2025-11-04,720,10,Piktochart,negotiation,2025-12-30,won
D02645,A00612,website,2025-02-09,360,10,Canva,demo,2025-04-07,lost
D02646,A00992,referral,2025-01-22,120,15,Adobe Express,proposal,2025-02-25,won
D02647,A01153,website,2025-08-28,1200,25,Canva,demo,2025-10-16,won
D02648,A00057,website,2025-05-14,120,10,Canva,demo,2025-05-26,lost
D02649,A01205,website,2025-07-05,2400,25,Adobe Express,negotiation,2025-08-05,won
D02650,A00246,referral,2025-10-16,60,15,Adobe Express,demo,2025-11-09,won
D02651,A00144,referral,2025-09-19,480,10,Canva,demo,2025-10-19,lost
D02652,A01075,referral,2025-06-08,180,15,Canva,demo,2025-07-20,lost
D02653,A00368,website,2026-01-01,3600,0,Canva,demo,2026-01-23,lost
D02654,A01483,ads,2025-07-30,720,20,Canva,negotiation,2025-08-07,won
D02655,A00218,ads,2026-01-31,1800,10,Adobe Express,negotiation,2026-02-24,won
D02656,A00616,referral,2026-02-15,1200,20,Piktochart,demo,2026-03-27,won
D02657,A01919,website,2025-03-05,1200,15,Canva,negotiation,2025-03-28,lost
D02658,A01591,ads,2025-11-26,180,15,Adobe Express,demo,2025-12-18,lost
D02659,A01281,website,2025-09-22,120,0,Canva,demo,2025-10-03,lost
D02660,A01882,ads,2025-07-24,360,0,None,proposal,2025-08-09,lost
D02661,A01180,referral,2025-12-23,480,0,Canva,proposal,2026-02-09,won
D02662,A01589,ads,2025-12-09,180,10,Canva,negotiation,2025-12-26,won
D02663,A00442,referral,2025-01-11,120,0,Figma,demo,2025-03-05,won
D02664,A00841,website,2026-03-09,720,0,Figma,negotiation,2026-05-04,won
D02665,A00956,ads,2025-05-09,720,0,Piktochart,demo,2025-06-03,lost
D02666,A00699,referral,2025-11-20,360,10,Canva,proposal,2025-12-20,lost
D02667,A00876,website,2026-01-23,60,0,Canva,proposal,2026-02-13,won
D02668,A01686,referral,2026-01-05,120,10,Adobe Express,negotiation,2026-01-23,won
D02669,A00776,website,2025-05-31,180,0,Canva,demo,2025-07-07,lost
D02670,A00762,website,2025-07-13,720,10,Adobe Express,proposal,2025-08-21,lost
D02671,A00945,referral,2025-10-22,1200,10,Adobe Express,negotiation,2025-11-21,lost
D02672,A01834,outbound,2025-05-04,1800,15,Piktochart,negotiation,2025-05-19,won
D02673,A00923,referral,2025-08-27,180,0,Canva,negotiation,2025-09-24,lost
D02674,A00935,referral,2025-01-20,240,10,Adobe Express,proposal,2025-02-09,won
D02675,A01747,website,2025-04-17,1800,25,None,proposal,2025-05-14,won
D02676,A00025,website,2025-12-29,720,0,Figma,demo,2026-02-25,lost
D02677,A00806,referral,2025-02-22,240,20,Canva,demo,2025-03-30,won
D02678,A01877,website,2026-01-05,240,20,Figma,demo,2026-01-27,lost
D02679,A01688,website,2025-10-31,1800,20,Canva,demo,2025-12-02,won
D02680,A01560,ads,2025-11-26,360,0,Adobe Express,proposal,2025-12-05,lost
D02681,A00764,website,2026-01-06,60,20,Canva,demo,2026-02-13,lost
D02682,A01084,referral,2026-01-24,720,0,Canva,proposal,2026-03-04,won
D02683,A01491,website,2025-07-28,240,0,Adobe Express,negotiation,2025-08-17,lost
D02684,A00434,website,2026-02-25,240,20,Adobe Express,demo,2026-04-22,won
D02685,A00879,outbound,2025-08-01,1800,25,Canva,demo,2025-08-08,lost
D02686,A01090,website,2025-05-06,120,10,Adobe Express,negotiation,2025-06-26,lost
D02687,A00910,referral,2025-09-12,2400,25,Canva,proposal,2025-11-04,won
D02688,A00565,website,2025-08-01,360,15,None,demo,2025-09-27,won
D02689,A01952,website,2025-06-27,60,0,None,demo,2025-07-08,won
D02690,A00106,website,2026-02-18,480,0,Canva,demo,2026-03-11,lost
D02691,A00096,referral,2025-04-29,180,15,Canva,proposal,2025-05-07,won
D02692,A01712,website,2025-10-28,3600,10,Canva,demo,2025-12-20,won
D02693,A01575,ads,2025-03-22,360,0,Adobe Express,demo,2025-04-15,won
D02694,A00168,referral,2025-06-21,120,0,Figma,proposal,2025-06-30,won
D02695,A00042,outbound,2025-12-23,180,10,Figma,negotiation,2026-02-02,won
D02696,A01903,website,2025-07-28,60,10,Canva,negotiation,2025-09-22,lost
D02697,A00104,website,2026-02-10,1800,20,Canva,proposal,2026-03-16,lost
D02698,A01869,website,2025-08-11,1200,25,Canva,negotiation,2025-08-25,lost
D02699,A01228,ads,2026-01-18,720,0,None,demo,2026-02-06,lost
D02700,A00520,website,2025-01-29,60,10,Canva,negotiation,2025-03-15,won
D02701,A01999,website,2025-02-15,120,0,Canva,demo,2025-02-26,lost
D02702,A00282,website,2025-06-14,360,0,None,negotiation,2025-08-09,lost
D02703,A01932,website,2025-04-22,2400,15,Canva,proposal,2025-05-26,won
D02704,A01067,website,2025-09-18,360,15,None,negotiation,2025-10-26,won
D02705,A00947,ads,2025-11-17,3600,25,Figma,proposal,2025-12-03,lost
D02706,A01134,referral,2025-11-15,180,10,Canva,demo,2025-11-24,won
D02707,A01234,website,2025-03-01,2400,25,Adobe Express,demo,2025-04-10,won
D02708,A00749,outbound,2025-08-18,480,10,Canva,demo,2025-10-06,won
D02709,A01892,website,2025-10-09,360,15,Adobe Express,negotiation,2025-10-30,won
D02710,A00831,website,2025-11-27,240,0,Adobe Express,proposal,2025-12-27,won
D02711,A00049,referral,2025-08-20,1200,25,Canva,negotiation,2025-09-28,lost
D02712,A00115,referral,2025-07-08,180,0,None,negotiation,2025-08-02,lost
D02713,A01179,website,2025-10-21,60,15,Canva,demo,2025-12-04,lost
D02714,A01673,website,2026-02-18,720,20,Adobe Express,demo,2026-04-05,lost
D02715,A00503,ads,2025-11-17,180,20,Canva,proposal,2026-01-12,lost
D02716,A01703,website,2025-12-03,180,20,None,proposal,2026-01-26,lost
D02717,A01857,outbound,2026-01-09,720,0,Adobe Express,negotiation,2026-02-03,lost
D02718,A01735,website,2025-03-16,120,20,Canva,negotiation,2025-04-28,won
D02719,A00986,outbound,2025-05-08,480,20,Adobe Express,demo,2025-05-16,won
D02720,A00071,referral,2026-01-31,2400,25,Canva,negotiation,2026-02-19,lost
D02721,A01012,referral,2025-03-31,240,0,None,demo,2025-05-28,lost
D02722,A01543,ads,2026-02-24,120,0,Canva,demo,2026-03-30,lost
D02723,A01736,outbound,2025-07-26,1200,20,Adobe Express,negotiation,2025-08-03,lost
D02724,A01360,ads,2025-10-13,60,15,Piktochart,proposal,2025-11-18,lost
D02725,A00067,ads,2026-01-27,1200,20,None,proposal,2026-02-16,won
D02726,A01517,website,2025-06-08,180,0,Piktochart,negotiation,2025-06-29,lost
D02727,A01674,referral,2025-06-16,480,0,Canva,negotiation,2025-07-26,lost
D02728,A01778,website,2025-03-12,1200,15,Canva,negotiation,2025-04-10,lost
D02729,A00967,outbound,2025-07-28,60,0,Canva,negotiation,2025-09-09,lost
D02730,A01237,ads,2025-11-09,480,0,Adobe Express,proposal,2026-01-05,lost
D02731,A00181,outbound,2025-03-17,2400,25,Canva,proposal,2025-04-20,lost
D02732,A01790,referral,2025-12-05,240,20,Adobe Express,proposal,2026-01-05,won
D02733,A00613,website,2025-06-26,180,0,None,proposal,2025-07-16,lost
D02734,A01887,outbound,2025-01-08,120,15,Canva,negotiation,2025-03-09,won
D02735,A01623,ads,2025-12-18,360,20,Canva,demo,2026-01-15,won
D02736,A00697,referral,2026-01-20,2400,10,Adobe Express,demo,2026-02-21,lost
D02737,A00603,website,2025-10-05,1800,25,Figma,demo,2025-10-31,lost
D02738,A00248,outbound,2026-03-12,120,0,Figma,negotiation,2026-05-11,lost
D02739,A01238,website,2025-03-26,1800,0,Canva,proposal,2025-05-04,won
D02740,A00359,website,2025-08-11,720,15,None,negotiation,2025-08-21,won
D02741,A00249,website,2025-03-01,180,0,Adobe Express,proposal,2025-04-19,won
D02742,A00638,ads,2025-04-09,480,0,Piktochart,negotiation,2025-04-20,won
D02743,A01947,ads,2025-07-12,1200,25,None,negotiation,2025-07-24,lost
D02744,A00950,referral,2025-05-31,240,10,Canva,negotiation,2025-07-03,won
D02745,A01905,website,2026-02-01,180,20,Canva,demo,2026-03-17,won
D02746,A01540,referral,2025-08-15,720,0,Canva,negotiation,2025-09-14,won
D02747,A01112,outbound,2025-04-23,480,10,Canva,negotiation,2025-05-31,won
D02748,A00663,website,2025-08-14,480,15,Figma,proposal,2025-10-05,won
D02749,A00176,website,2025-08-18,720,15,Piktochart,demo,2025-10-02,lost
D02750,A00723,ads,2025-03-12,1200,25,Piktochart,proposal,2025-05-05,lost
D02751,A00426,website,2025-09-09,3600,20,None,negotiation,2025-09-26,lost
D02752,A01795,website,2025-10-17,1200,15,Piktochart,negotiation,2025-11-26,won
D02753,A01627,website,2025-12-12,120,0,Canva,negotiation,2025-12-31,lost
D02754,A00771,ads,2025-04-14,360,0,Canva,proposal,2025-05-11,lost
D02755,A01948,ads,2025-07-03,60,0,Canva,negotiation,2025-08-04,won
D02756,A00703,ads,2025-02-25,240,15,None,proposal,2025-03-14,won
D02757,A00081,referral,2025-12-14,240,20,Adobe Express,demo,2026-01-14,won
D02758,A00927,outbound,2025-02-27,3600,10,None,demo,2025-04-17,lost
D02759,A00138,website,2025-06-12,720,15,Adobe Express,demo,2025-07-11,lost
D02760,A01457,website,2025-07-12,60,0,Canva,demo,2025-08-30,won
D02761,A00470,website,2025-10-07,480,10,Figma,proposal,2025-11-29,lost
D02762,A00350,ads,2025-03-28,480,0,Canva,negotiation,2025-04-29,won
D02763,A01150,referral,2025-05-31,240,0,Figma,negotiation,2025-06-25,won
D02764,A01905,referral,2025-01-28,120,0,None,demo,2025-03-29,lost
D02765,A01941,website,2025-02-22,720,20,Canva,proposal,2025-03-10,won
D02766,A01892,website,2025-08-26,720,20,None,negotiation,2025-09-13,won
D02767,A01333,ads,2025-02-08,360,0,Canva,demo,2025-04-08,lost
D02768,A01879,website,2025-10-29,60,0,Adobe Express,negotiation,2025-11-21,lost
D02769,A01254,outbound,2025-09-23,360,20,Adobe Express,proposal,2025-11-16,lost
D02770,A01484,ads,2026-03-01,180,20,None,proposal,2026-04-25,won
D02771,A01369,ads,2025-08-07,180,0,Adobe Express,demo,2025-09-15,lost
D02772,A00310,website,2025-04-01,2400,20,Figma,negotiation,2025-04-22,won
D02773,A01977,referral,2025-10-21,180,0,Canva,proposal,2025-12-11,won
D02774,A01044,website,2025-10-29,720,15,Adobe Express,negotiation,2025-11-12,lost
D02775,A01905,referral,2025-08-21,180,0,Adobe Express,proposal,2025-09-28,won
D02776,A01585,website,2025-05-01,180,0,Adobe Express,proposal,2025-05-08,lost
D02777,A01002,website,2025-07-06,120,20,Figma,demo,2025-08-24,won
D02778,A01671,referral,2026-03-07,360,0,None,demo,2026-04-03,won
D02779,A01565,outbound,2025-12-12,240,15,Piktochart,demo,2026-01-30,lost
D02780,A01584,outbound,2025-07-07,480,20,Adobe Express,demo,2025-07-20,lost
D02781,A01501,website,2025-12-18,720,20,Figma,proposal,2025-12-29,won
D02782,A00269,referral,2025-09-25,60,0,Adobe Express,negotiation,2025-10-10,lost
D02783,A01027,website,2025-06-17,120,15,None,negotiation,2025-06-26,lost
D02784,A00770,website,2025-10-13,2400,10,Canva,negotiation,2025-11-27,lost
D02785,A00016,ads,2025-10-05,240,0,None,proposal,2025-10-14,won
D02786,A00606,website,2026-03-12,60,20,None,proposal,2026-04-02,lost
D02787,A01382,website,2025-12-06,720,20,Figma,negotiation,2025-12-29,lost
D02788,A01670,referral,2025-09-17,360,10,Adobe Express,proposal,2025-10-15,lost
D02789,A00813,outbound,2026-03-10,1200,0,Canva,negotiation,2026-04-14,won
D02790,A01863,website,2025-11-17,720,0,Figma,negotiation,2025-12-22,lost
D02791,A01157,website,2025-02-16,1800,10,None,proposal,2025-03-20,lost
