note_id,deal_id,account_id,note_date,note_text
N03419,D01904,A00875,2025-02-03,Team liked the ease of onboarding and quick time to value.
N03420,D01905,A00343,2025-08-25,Customer responded well to collaboration features and ease of use.
N03421,D01906,A01969,2026-03-17,Customer responded well to collaboration features and ease of use.
N03422,D01906,A01969,2026-02-16,Customer responded well to collaboration features and ease of use.
N03423,D01906,A01969,2026-03-07,Customer responded well to collaboration features and ease of use.
N03424,D01907,A00580,2025-02-17,Customer raised concerns that Canva is already adopted by the team.
N03425,D01907,A00580,2025-03-03,Deal slowed after prospect compared collaboration features with Canva.
N03426,D01908,A01757,2025-10-21,Customer raised concerns that Piktochart is already adopted by the team.
N03427,D01908,A01757,2025-10-03,Customer raised concerns that Piktochart is already adopted by the team.
N03428,D01908,A01757,2025-10-24,Customer raised concerns that Piktochart is already adopted by the team.
N03429,D01909,A00783,2026-01-03,Prospect liked the product but said Adobe Express has stronger template variety.
N03430,D01910,A00321,2026-01-16,Prospect said onboarding seemed harder than expected for their team.
N03431,D01911,A00822,2025-06-03,Team liked the ease of onboarding and quick time to value.
N03432,D01911,A00822,2025-06-22,Buyer saw strong value in the AI-assisted design tools.
N03433,D01912,A01950,2025-12-14,Prospect liked the product but said Canva has stronger template variety.
N03434,D01913,A01885,2025-03-21,Prospect liked the template library and fast export workflow.
N03435,D01913,A01885,2025-03-26,Team liked the ease of onboarding and quick time to value.
N03436,D01914,A00532,2025-06-24,Team liked the ease of onboarding and quick time to value.
N03437,D01915,A01313,2025-06-23,Prospect liked the product but said Figma has stronger template variety.
N03438,D01916,A01513,2026-02-02,Buyer saw strong value in the AI-assisted design tools.
N03439,D01916,A01513,2026-02-16,Team liked the ease of onboarding and quick time to value.
N03440,D01917,A00492,2025-07-17,Customer responded well to collaboration features and ease of use.
N03441,D01917,A00492,2025-06-20,Team liked the ease of onboarding and quick time to value.
N03442,D01917,A00492,2025-06-20,Team liked the ease of onboarding and quick time to value.
N03443,D01918,A00612,2026-02-21,Customer responded well to collaboration features and ease of use.
N03444,D01919,A00252,2025-07-11,Prospect liked the template library and fast export workflow.
N03445,D01919,A00252,2025-07-30,Buyer saw strong value in the AI-assisted design tools.
N03446,D01920,A01101,2025-04-12,Prospect liked the template library and fast export workflow.
N03447,D01921,A01671,2025-12-12,Customer responded well to collaboration features and ease of use.
N03448,D01921,A01671,2025-12-24,Buyer saw strong value in the AI-assisted design tools.
N03449,D01922,A01416,2025-07-20,Team liked the ease of onboarding and quick time to value.
N03450,D01923,A01436,2025-11-24,Buyer saw strong value in the AI-assisted design tools.
N03451,D01923,A01436,2025-11-02,Buyer saw strong value in the AI-assisted design tools.
N03452,D01924,A00173,2026-01-25,Customer raised concerns that Canva is already adopted by the team.
N03453,D01924,A00173,2026-01-29,Deal slowed after prospect compared collaboration features with Canva.
N03454,D01924,A00173,2026-01-18,Customer raised concerns that Canva is already adopted by the team.
N03455,D01925,A00875,2025-07-25,Customer raised concerns that Canva is already adopted by the team.
N03456,D01926,A00201,2025-09-26,Customer raised concerns that Adobe Express is already adopted by the team.
N03457,D01926,A00201,2025-10-01,Customer raised concerns that Adobe Express is already adopted by the team.
N03458,D01927,A00217,2025-10-02,Team liked the ease of onboarding and quick time to value.
N03459,D01927,A00217,2025-09-25,Buyer saw strong value in the AI-assisted design tools.
N03460,D01928,A00376,2025-06-27,Team liked the ease of onboarding and quick time to value.
N03461,D01929,A01744,2025-11-13,Buyer saw strong value in the AI-assisted design tools.
N03462,D01930,A01610,2025-11-16,Customer raised concerns that Piktochart is already adopted by the team.
N03463,D01930,A01610,2025-10-25,Deal slowed after prospect compared collaboration features with Piktochart.
N03464,D01930,A01610,2025-11-14,Deal slowed after prospect compared collaboration features with Piktochart.
N03465,D01931,A00011,2025-05-07,Team liked the ease of onboarding and quick time to value.
N03466,D01931,A00011,2025-04-24,Buyer saw strong value in the AI-assisted design tools.
N03467,D01931,A00011,2025-05-03,Team liked the ease of onboarding and quick time to value.
N03468,D01932,A01823,2025-07-06,Deal slowed after prospect compared collaboration features with Canva.
N03469,D01932,A01823,2025-06-23,Prospect liked the product but said Canva has stronger template variety.
N03470,D01933,A01792,2026-04-02,Customer responded well to collaboration features and ease of use.
N03471,D01933,A01792,2026-03-31,Buyer saw strong value in the AI-assisted design tools.
N03472,D01934,A01036,2025-05-12,Deal slowed after prospect compared collaboration features with Figma.
N03473,D01934,A01036,2025-05-30,Prospect liked the product but said Figma has stronger template variety.
N03474,D01935,A00892,2025-05-07,Customer responded well to collaboration features and ease of use.
N03475,D01936,A01614,2025-06-15,Customer raised concerns that Adobe Express is already adopted by the team.
N03476,D01936,A01614,2025-06-09,Prospect liked the product but said Adobe Express has stronger template variety.
N03477,D01937,A00435,2026-03-31,Prospect liked the template library and fast export workflow.
N03478,D01938,A01708,2025-05-16,Team liked the ease of onboarding and quick time to value.
N03479,D01939,A01632,2025-02-18,Buyer saw strong value in the AI-assisted design tools.
N03480,D01939,A01632,2025-02-05,Buyer saw strong value in the AI-assisted design tools.
N03481,D01940,A00818,2025-08-22,Prospect liked the template library and fast export workflow.
N03482,D01941,A01397,2025-05-13,Customer raised concerns that Canva is already adopted by the team.
N03483,D01941,A01397,2025-05-02,Deal slowed after prospect compared collaboration features with Canva.
N03484,D01941,A01397,2025-05-05,Deal slowed after prospect compared collaboration features with Canva.
N03485,D01942,A01297,2025-09-08,Customer raised concerns that Canva is already adopted by the team.
N03486,D01942,A01297,2025-08-31,Deal slowed after prospect compared collaboration features with Canva.
N03487,D01943,A00931,2025-12-09,Deal slowed after prospect compared collaboration features with Adobe Express.
N03488,D01943,A00931,2025-11-12,Customer raised concerns that Adobe Express is already adopted by the team.
N03489,D01944,A01921,2025-06-18,Customer raised concerns that Adobe Express is already adopted by the team.
N03490,D01944,A01921,2025-05-23,Customer raised concerns that Adobe Express is already adopted by the team.
N03491,D01945,A01949,2025-06-18,Prospect said onboarding seemed harder than expected for their team.
N03492,D01945,A01949,2025-06-24,Prospect said onboarding seemed harder than expected for their team.
N03493,D01946,A00691,2025-07-19,Prospect liked the template library and fast export workflow.
N03494,D01947,A01600,2025-08-17,Customer responded well to collaboration features and ease of use.
N03495,D01947,A01600,2025-08-27,Team liked the ease of onboarding and quick time to value.
N03496,D01948,A01533,2025-08-29,Customer responded well to collaboration features and ease of use.
N03497,D01949,A01156,2025-12-29,Customer raised concerns that Canva is already adopted by the team.
N03498,D01949,A01156,2025-12-28,Customer raised concerns that Canva is already adopted by the team.
N03499,D01949,A01156,2025-12-20,Prospect liked the product but said Canva has stronger template variety.
N03500,D01950,A00855,2025-10-19,Prospect liked the product but said Adobe Express has stronger template variety.
N03501,D01950,A00855,2025-10-21,Deal slowed after prospect compared collaboration features with Adobe Express.
N03502,D01950,A00855,2025-10-10,Prospect liked the product but said Adobe Express has stronger template variety.
N03503,D01951,A01948,2025-06-27,Customer raised concerns that Canva is already adopted by the team.
N03504,D01951,A01948,2025-06-11,Prospect liked the product but said Canva has stronger template variety.
N03505,D01952,A00784,2025-03-10,Prospect liked the template library and fast export workflow.
N03506,D01953,A00319,2025-04-01,Deal slowed after prospect compared collaboration features with Adobe Express.
N03507,D01953,A00319,2025-04-01,Deal slowed after prospect compared collaboration features with Adobe Express.
N03508,D01954,A00844,2025-04-22,Customer responded well to collaboration features and ease of use.
N03509,D01954,A00844,2025-04-28,Prospect liked the template library and fast export workflow.
N03510,D01955,A01973,2025-09-16,Deal slowed after prospect compared collaboration features with Canva.
N03511,D01955,A01973,2025-09-02,Prospect liked the product but said Canva has stronger template variety.
N03512,D01956,A01877,2025-05-18,Buyer saw strong value in the AI-assisted design tools.
N03513,D01956,A01877,2025-05-13,Customer responded well to collaboration features and ease of use.
N03514,D01957,A00621,2025-07-14,Buyer saw strong value in the AI-assisted design tools.
N03515,D01957,A00621,2025-06-27,Buyer saw strong value in the AI-assisted design tools.
N03516,D01958,A00785,2025-11-13,Customer raised concerns that Figma is already adopted by the team.
N03517,D01958,A00785,2025-10-27,Prospect liked the product but said Figma has stronger template variety.
N03518,D01959,A01192,2025-02-22,Prospect liked the product but said Canva has stronger template variety.
N03519,D01960,A00397,2025-05-27,Customer raised concerns that Figma is already adopted by the team.
N03520,D01960,A00397,2025-05-29,Prospect liked the product but said Figma has stronger template variety.
N03521,D01961,A01204,2025-06-22,Customer responded well to collaboration features and ease of use.
N03522,D01961,A01204,2025-06-16,Customer responded well to collaboration features and ease of use.
N03523,D01962,A01082,2025-07-13,Deal slowed after prospect compared collaboration features with Figma.
N03524,D01962,A01082,2025-06-22,Prospect liked the product but said Figma has stronger template variety.
N03525,D01963,A01504,2025-06-08,Buyer saw strong value in the AI-assisted design tools.
N03526,D01964,A01957,2025-09-23,Customer raised concerns that Adobe Express is already adopted by the team.
N03527,D01964,A01957,2025-09-10,Customer raised concerns that Adobe Express is already adopted by the team.
N03528,D01964,A01957,2025-10-02,Customer raised concerns that Adobe Express is already adopted by the team.
N03529,D01965,A01615,2026-01-11,Buyer saw strong value in the AI-assisted design tools.
N03530,D01965,A01615,2026-01-15,Buyer saw strong value in the AI-assisted design tools.
N03531,D01965,A01615,2026-01-07,Customer responded well to collaboration features and ease of use.
N03532,D01966,A00460,2025-11-03,Customer responded well to collaboration features and ease of use.
N03533,D01966,A00460,2025-11-01,Prospect liked the template library and fast export workflow.
N03534,D01967,A00061,2025-06-11,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N03535,D01968,A00369,2025-09-04,Customer raised concerns that Figma is already adopted by the team.
N03536,D01969,A01145,2025-08-20,Prospect liked the template library and fast export workflow.
N03537,D01969,A01145,2025-08-03,Customer responded well to collaboration features and ease of use.
N03538,D01970,A00719,2025-10-23,Buyer saw strong value in the AI-assisted design tools.
N03539,D01970,A00719,2025-11-08,Team liked the ease of onboarding and quick time to value.
N03540,D01971,A00546,2026-02-11,Deal slowed after prospect compared collaboration features with Canva.
N03541,D01971,A00546,2026-02-01,Customer raised concerns that Canva is already adopted by the team.
N03542,D01971,A00546,2026-02-15,Customer raised concerns that Canva is already adopted by the team.
N03543,D01972,A01606,2026-01-04,Prospect liked the product but said Canva has stronger template variety.
N03544,D01973,A01041,2026-01-27,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N03545,D01973,A01041,2026-01-14,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N03546,D01974,A00496,2026-01-29,Deal slowed after prospect compared collaboration features with Piktochart.
N03547,D01974,A00496,2026-02-10,Prospect liked the product but said Piktochart has stronger template variety.
N03548,D01974,A00496,2026-02-07,Customer raised concerns that Piktochart is already adopted by the team.
N03549,D01975,A00497,2025-07-17,Prospect liked the template library and fast export workflow.
N03550,D01976,A00505,2025-01-26,Team liked the ease of onboarding and quick time to value.
N03551,D01977,A01556,2025-10-06,Buyer saw strong value in the AI-assisted design tools.
N03552,D01978,A00969,2025-08-16,Prospect said onboarding seemed harder than expected for their team.
N03553,D01979,A01339,2025-06-08,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N03554,D01979,A01339,2025-05-25,Prospect said onboarding seemed harder than expected for their team.
N03555,D01980,A01093,2025-03-05,Customer responded well to collaboration features and ease of use.
N03556,D01980,A01093,2025-02-25,Team liked the ease of onboarding and quick time to value.
N03557,D01980,A01093,2025-02-18,Team liked the ease of onboarding and quick time to value.
N03558,D01981,A01751,2026-03-29,Deal slowed after prospect compared collaboration features with Canva.
N03559,D01981,A01751,2026-04-06,Deal slowed after prospect compared collaboration features with Canva.
N03560,D01981,A01751,2026-03-17,Customer raised concerns that Canva is already adopted by the team.
N03561,D01982,A00161,2026-02-18,Prospect said onboarding seemed harder than expected for their team.
N03562,D01982,A00161,2026-02-04,Prospect said onboarding seemed harder than expected for their team.
N03563,D01982,A00161,2026-01-25,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N03564,D01983,A01638,2025-09-07,Team liked the ease of onboarding and quick time to value.
N03565,D01983,A01638,2025-09-15,Prospect liked the template library and fast export workflow.
N03566,D01983,A01638,2025-09-01,Customer responded well to collaboration features and ease of use.
N03567,D01984,A01912,2025-10-31,Prospect said onboarding seemed harder than expected for their team.
N03568,D01984,A01912,2025-10-30,Prospect said onboarding seemed harder than expected for their team.
N03569,D01984,A01912,2025-10-25,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N03570,D01985,A00718,2026-03-25,Customer raised concerns that Piktochart is already adopted by the team.
N03571,D01985,A00718,2026-03-10,Deal slowed after prospect compared collaboration features with Piktochart.
N03572,D01985,A00718,2026-03-24,Deal slowed after prospect compared collaboration features with Piktochart.
N03573,D01986,A01169,2025-12-02,Prospect liked the template library and fast export workflow.
N03574,D01987,A01593,2025-04-13,Prospect liked the product but said Adobe Express has stronger template variety.
N03575,D01987,A01593,2025-04-11,Deal slowed after prospect compared collaboration features with Adobe Express.
N03576,D01988,A01619,2025-10-03,Customer raised concerns that Adobe Express is already adopted by the team.
N03577,D01989,A00993,2025-10-26,Buyer saw strong value in the AI-assisted design tools.
N03578,D01989,A00993,2025-11-11,Buyer saw strong value in the AI-assisted design tools.
N03579,D01990,A01409,2025-03-08,Customer raised concerns that Adobe Express is already adopted by the team.
N03580,D01991,A00269,2026-03-03,Deal slowed after prospect compared collaboration features with Figma.
N03581,D01991,A00269,2026-03-02,Deal slowed after prospect compared collaboration features with Figma.
N03582,D01992,A01947,2025-07-11,Customer responded well to collaboration features and ease of use.
N03583,D01992,A01947,2025-06-22,Buyer saw strong value in the AI-assisted design tools.
N03584,D01993,A01478,2025-05-25,Prospect liked the template library and fast export workflow.
N03585,D01994,A00699,2025-03-25,Customer raised concerns that Canva is already adopted by the team.
N03586,D01995,A01542,2025-05-17,Prospect liked the template library and fast export workflow.
N03587,D01995,A01542,2025-04-19,Prospect liked the template library and fast export workflow.
N03588,D01995,A01542,2025-05-07,Buyer saw strong value in the AI-assisted design tools.
N03589,D01996,A00865,2025-04-26,Customer raised concerns that Adobe Express is already adopted by the team.
N03590,D01996,A00865,2025-05-14,Prospect liked the product but said Adobe Express has stronger template variety.
N03591,D01997,A00350,2025-11-19,Customer raised concerns that Canva is already adopted by the team.
N03592,D01997,A00350,2025-11-16,Prospect liked the product but said Canva has stronger template variety.
N03593,D01997,A00350,2025-11-20,Customer raised concerns that Canva is already adopted by the team.
N03594,D01998,A00110,2025-09-19,Deal slowed after prospect compared collaboration features with Figma.
N03595,D01998,A00110,2025-09-09,Prospect liked the product but said Figma has stronger template variety.
N03596,D01999,A01507,2025-08-26,Prospect liked the product but said Canva has stronger template variety.
N03597,D02000,A00407,2025-09-27,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N03598,D02001,A00650,2025-01-19,Deal slowed after prospect compared collaboration features with Figma.
N03599,D02002,A00051,2025-07-10,Buyer saw strong value in the AI-assisted design tools.
N03600,D02002,A00051,2025-07-29,Team liked the ease of onboarding and quick time to value.
N03601,D02003,A01427,2025-06-27,Prospect liked the product but said Adobe Express has stronger template variety.
N03602,D02004,A01587,2025-05-24,Prospect liked the template library and fast export workflow.
N03603,D02004,A01587,2025-06-20,Buyer saw strong value in the AI-assisted design tools.
N03604,D02005,A01500,2025-04-17,Customer responded well to collaboration features and ease of use.
N03605,D02006,A01111,2025-12-28,Prospect liked the product but said Adobe Express has stronger template variety.
N03606,D02006,A01111,2026-01-10,Deal slowed after prospect compared collaboration features with Adobe Express.
N03607,D02007,A01092,2026-01-24,Prospect liked the product but said Canva has stronger template variety.
N03608,D02008,A00596,2025-04-17,Customer raised concerns that Figma is already adopted by the team.
N03609,D02008,A00596,2025-04-10,Prospect liked the product but said Figma has stronger template variety.
N03610,D02009,A00979,2026-02-07,Deal slowed after prospect compared collaboration features with Adobe Express.
N03611,D02010,A01066,2026-02-27,Prospect liked the template library and fast export workflow.
N03612,D02010,A01066,2026-03-01,Team liked the ease of onboarding and quick time to value.
N03613,D02011,A00731,2025-12-08,Team liked the ease of onboarding and quick time to value.
N03614,D02011,A00731,2025-12-11,Prospect liked the template library and fast export workflow.
N03615,D02012,A00057,2025-01-26,Team liked the ease of onboarding and quick time to value.
N03616,D02013,A00738,2025-08-03,Prospect liked the product but said Canva has stronger template variety.
N03617,D02013,A00738,2025-07-30,Deal slowed after prospect compared collaboration features with Canva.
N03618,D02014,A00196,2025-03-27,Deal slowed after prospect compared collaboration features with Canva.
N03619,D02014,A00196,2025-03-30,Prospect liked the product but said Canva has stronger template variety.
N03620,D02015,A01784,2025-08-18,Prospect liked the product but said Canva has stronger template variety.
N03621,D02015,A01784,2025-08-30,Deal slowed after prospect compared collaboration features with Canva.
N03622,D02015,A01784,2025-08-03,Customer raised concerns that Canva is already adopted by the team.
N03623,D02016,A01702,2025-10-16,Deal slowed after prospect compared collaboration features with Figma.
N03624,D02016,A01702,2025-10-08,Deal slowed after prospect compared collaboration features with Figma.
N03625,D02017,A01086,2025-06-18,Buyer saw strong value in the AI-assisted design tools.
N03626,D02018,A01287,2025-10-24,Deal slowed after prospect compared collaboration features with Adobe Express.
N03627,D02018,A01287,2025-10-12,Prospect liked the product but said Adobe Express has stronger template variety.
N03628,D02019,A00112,2025-11-11,Deal slowed after prospect compared collaboration features with Canva.
N03629,D02019,A00112,2025-11-01,Deal slowed after prospect compared collaboration features with Canva.
N03630,D02019,A00112,2025-10-28,Customer raised concerns that Canva is already adopted by the team.
N03631,D02020,A00765,2025-04-08,Deal slowed after prospect compared collaboration features with Adobe Express.
N03632,D02020,A00765,2025-03-27,Prospect liked the product but said Adobe Express has stronger template variety.
N03633,D02020,A00765,2025-04-04,Customer raised concerns that Adobe Express is already adopted by the team.
N03634,D02021,A00711,2025-11-28,Buyer saw strong value in the AI-assisted design tools.
N03635,D02022,A01202,2026-01-03,Deal slowed after prospect compared collaboration features with Figma.
N03636,D02023,A00948,2025-10-16,Team liked the ease of onboarding and quick time to value.
N03637,D02024,A00026,2026-01-04,Deal slowed after prospect compared collaboration features with Canva.
N03638,D02024,A00026,2025-12-07,Customer raised concerns that Canva is already adopted by the team.
N03639,D02025,A00410,2025-08-13,Prospect liked the product but said Canva has stronger template variety.
N03640,D02025,A00410,2025-08-07,Deal slowed after prospect compared collaboration features with Canva.
N03641,D02026,A00758,2025-03-31,Buyer saw strong value in the AI-assisted design tools.
N03642,D02026,A00758,2025-03-15,Team liked the ease of onboarding and quick time to value.
N03643,D02027,A00531,2025-01-16,Deal slowed after prospect compared collaboration features with Adobe Express.
N03644,D02028,A01801,2025-12-16,Deal slowed after prospect compared collaboration features with Canva.
N03645,D02029,A01341,2025-11-26,Prospect liked the product but said Adobe Express has stronger template variety.
N03646,D02030,A01556,2026-02-23,Prospect liked the product but said Canva has stronger template variety.
N03647,D02031,A01130,2025-05-13,Team liked the ease of onboarding and quick time to value.
N03648,D02032,A00749,2025-12-13,Prospect liked the product but said Canva has stronger template variety.
N03649,D02032,A00749,2025-12-24,Customer raised concerns that Canva is already adopted by the team.
N03650,D02033,A01842,2025-11-28,Buyer saw strong value in the AI-assisted design tools.
N03651,D02033,A01842,2025-12-03,Buyer saw strong value in the AI-assisted design tools.
N03652,D02033,A01842,2025-12-08,Team liked the ease of onboarding and quick time to value.
N03653,D02034,A01488,2026-03-20,Prospect said onboarding seemed harder than expected for their team.
N03654,D02035,A00246,2025-07-20,Customer raised concerns that Adobe Express is already adopted by the team.
N03655,D02035,A00246,2025-07-18,Customer raised concerns that Adobe Express is already adopted by the team.
N03656,D02036,A01105,2025-10-16,Customer responded well to collaboration features and ease of use.
N03657,D02037,A00662,2025-12-16,Deal slowed after prospect compared collaboration features with Canva.
N03658,D02037,A00662,2025-12-23,Prospect liked the product but said Canva has stronger template variety.
N03659,D02038,A00909,2025-09-27,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N03660,D02038,A00909,2025-09-27,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N03661,D02039,A00396,2025-02-14,Buyer saw strong value in the AI-assisted design tools.
N03662,D02039,A00396,2025-02-04,Team liked the ease of onboarding and quick time to value.
N03663,D02040,A00522,2025-04-18,Customer raised concerns that Canva is already adopted by the team.
N03664,D02040,A00522,2025-04-10,Customer raised concerns that Canva is already adopted by the team.
N03665,D02041,A01857,2025-12-18,Deal slowed after prospect compared collaboration features with Adobe Express.
N03666,D02041,A01857,2025-12-18,Customer raised concerns that Adobe Express is already adopted by the team.
N03667,D02042,A01760,2025-08-29,Customer raised concerns that Adobe Express is already adopted by the team.
N03668,D02042,A01760,2025-09-03,Prospect liked the product but said Adobe Express has stronger template variety.
N03669,D02043,A00926,2025-06-19,Team liked the ease of onboarding and quick time to value.
N03670,D02044,A00264,2026-01-14,Customer responded well to collaboration features and ease of use.
N03671,D02044,A00264,2026-01-29,Customer responded well to collaboration features and ease of use.
N03672,D02045,A01685,2025-12-09,Customer raised concerns that Canva is already adopted by the team.
N03673,D02045,A01685,2025-12-25,Customer raised concerns that Canva is already adopted by the team.
N03674,D02046,A00790,2025-01-31,Deal slowed after prospect compared collaboration features with Canva.
N03675,D02046,A00790,2025-02-04,Prospect liked the product but said Canva has stronger template variety.
N03676,D02046,A00790,2025-02-07,Prospect liked the product but said Canva has stronger template variety.
N03677,D02047,A01298,2026-02-21,Prospect said onboarding seemed harder than expected for their team.
N03678,D02047,A01298,2026-02-24,Prospect said onboarding seemed harder than expected for their team.
N03679,D02047,A01298,2026-02-20,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N03680,D02048,A01730,2025-11-08,Team liked the ease of onboarding and quick time to value.
N03681,D02049,A01968,2025-04-09,Customer raised concerns that Adobe Express is already adopted by the team.
N03682,D02050,A00172,2025-05-12,Prospect said onboarding seemed harder than expected for their team.
N03683,D02051,A00265,2025-11-30,Team liked the ease of onboarding and quick time to value.
N03684,D02051,A00265,2025-11-30,Customer responded well to collaboration features and ease of use.
N03685,D02052,A01987,2025-11-09,Buyer saw strong value in the AI-assisted design tools.
N03686,D02052,A01987,2025-11-08,Customer responded well to collaboration features and ease of use.
N03687,D02053,A01846,2025-10-27,Customer responded well to collaboration features and ease of use.
N03688,D02053,A01846,2025-10-25,Team liked the ease of onboarding and quick time to value.
N03689,D02054,A01050,2026-01-22,Prospect liked the template library and fast export workflow.
N03690,D02055,A01493,2025-03-28,Deal slowed after prospect compared collaboration features with Canva.
N03691,D02056,A01886,2025-12-24,Customer raised concerns that Canva is already adopted by the team.
N03692,D02056,A01886,2026-01-17,Prospect liked the product but said Canva has stronger template variety.
N03693,D02057,A00476,2026-01-13,Prospect liked the product but said Adobe Express has stronger template variety.
N03694,D02057,A00476,2026-01-23,Customer raised concerns that Adobe Express is already adopted by the team.
N03695,D02058,A00356,2025-09-23,Customer responded well to collaboration features and ease of use.
N03696,D02059,A01050,2026-02-12,Prospect said onboarding seemed harder than expected for their team.
N03697,D02060,A00034,2025-09-28,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N03698,D02061,A00264,2025-01-10,Prospect liked the product but said Figma has stronger template variety.
N03699,D02061,A00264,2025-01-21,Deal slowed after prospect compared collaboration features with Figma.
N03700,D02062,A01162,2025-11-19,Prospect said onboarding seemed harder than expected for their team.
N03701,D02062,A01162,2025-11-13,Prospect said onboarding seemed harder than expected for their team.
N03702,D02062,A01162,2025-11-20,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N03703,D02063,A00816,2026-01-17,Deal slowed after prospect compared collaboration features with Adobe Express.
N03704,D02064,A01719,2025-11-20,Customer raised concerns that Canva is already adopted by the team.
N03705,D02064,A01719,2025-11-08,Deal slowed after prospect compared collaboration features with Canva.
N03706,D02065,A00875,2026-03-18,Customer responded well to collaboration features and ease of use.
N03707,D02065,A00875,2026-03-23,Team liked the ease of onboarding and quick time to value.
N03708,D02065,A00875,2026-03-14,Team liked the ease of onboarding and quick time to value.
N03709,D02066,A00754,2025-05-30,Prospect liked the product but said Canva has stronger template variety.
N03710,D02067,A00566,2026-01-22,Prospect liked the template library and fast export workflow.
N03711,D02068,A00462,2025-09-09,Deal slowed after prospect compared collaboration features with Canva.
N03712,D02069,A01192,2026-02-03,Deal slowed after prospect compared collaboration features with Piktochart.
N03713,D02069,A01192,2026-01-26,Deal slowed after prospect compared collaboration features with Piktochart.
N03714,D02070,A01655,2025-12-03,Deal slowed after prospect compared collaboration features with Canva.
N03715,D02070,A01655,2025-12-06,Deal slowed after prospect compared collaboration features with Canva.
N03716,D02071,A00655,2025-01-19,Buyer saw strong value in the AI-assisted design tools.
N03717,D02071,A00655,2025-02-08,Prospect liked the template library and fast export workflow.
N03718,D02071,A00655,2025-01-29,Buyer saw strong value in the AI-assisted design tools.
N03719,D02072,A00081,2025-07-08,Team liked the ease of onboarding and quick time to value.
N03720,D02072,A00081,2025-07-13,Team liked the ease of onboarding and quick time to value.
N03721,D02072,A00081,2025-07-01,Team liked the ease of onboarding and quick time to value.
N03722,D02073,A00757,2025-07-15,Deal slowed after prospect compared collaboration features with Canva.
N03723,D02073,A00757,2025-06-21,Deal slowed after prospect compared collaboration features with Canva.
N03724,D02074,A01938,2025-04-18,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N03725,D02075,A01888,2025-07-20,Team liked the ease of onboarding and quick time to value.
N03726,D02075,A01888,2025-06-30,Buyer saw strong value in the AI-assisted design tools.
N03727,D02075,A01888,2025-07-06,Team liked the ease of onboarding and quick time to value.
N03728,D02076,A00870,2025-10-21,Customer raised concerns that Canva is already adopted by the team.
N03729,D02076,A00870,2025-10-03,Prospect liked the product but said Canva has stronger template variety.
N03730,D02077,A01431,2026-02-01,Prospect liked the template library and fast export workflow.
N03731,D02078,A01598,2025-12-08,Prospect liked the template library and fast export workflow.
N03732,D02078,A01598,2025-12-17,Customer responded well to collaboration features and ease of use.
N03733,D02079,A01070,2025-10-02,Prospect said onboarding seemed harder than expected for their team.
N03734,D02080,A00599,2025-04-06,Customer responded well to collaboration features and ease of use.
N03735,D02080,A00599,2025-03-31,Customer responded well to collaboration features and ease of use.
N03736,D02081,A01635,2025-06-13,Deal slowed after prospect compared collaboration features with Adobe Express.
N03737,D02081,A01635,2025-06-13,Customer raised concerns that Adobe Express is already adopted by the team.
N03738,D02081,A01635,2025-07-02,Customer raised concerns that Adobe Express is already adopted by the team.
N03739,D02082,A00807,2025-12-13,Customer responded well to collaboration features and ease of use.
N03740,D02082,A00807,2025-12-03,Prospect liked the template library and fast export workflow.
N03741,D02083,A01935,2025-11-05,Team liked the ease of onboarding and quick time to value.
N03742,D02083,A01935,2025-11-28,Buyer saw strong value in the AI-assisted design tools.
N03743,D02084,A01077,2025-10-18,Customer raised concerns that Piktochart is already adopted by the team.
N03744,D02085,A00984,2026-03-30,Prospect liked the template library and fast export workflow.
N03745,D02086,A00704,2025-06-26,Team liked the ease of onboarding and quick time to value.
N03746,D02087,A01983,2025-12-23,Customer responded well to collaboration features and ease of use.
N03747,D02088,A00476,2025-04-26,Deal slowed after prospect compared collaboration features with Canva.
N03748,D02089,A00592,2025-03-18,Customer raised concerns that Adobe Express is already adopted by the team.
N03749,D02089,A00592,2025-03-19,Deal slowed after prospect compared collaboration features with Adobe Express.
N03750,D02089,A00592,2025-04-08,Prospect liked the product but said Adobe Express has stronger template variety.
N03751,D02090,A00016,2025-09-17,Deal slowed after prospect compared collaboration features with Canva.
N03752,D02091,A01384,2025-04-09,Customer raised concerns that Adobe Express is already adopted by the team.
N03753,D02092,A00487,2025-11-10,Prospect liked the product but said Canva has stronger template variety.
N03754,D02092,A00487,2025-10-31,Customer raised concerns that Canva is already adopted by the team.
N03755,D02093,A01862,2025-08-18,Buyer saw strong value in the AI-assisted design tools.
N03756,D02093,A01862,2025-08-10,Buyer saw strong value in the AI-assisted design tools.
N03757,D02094,A00706,2025-02-11,Customer raised concerns that Canva is already adopted by the team.
N03758,D02094,A00706,2025-02-12,Deal slowed after prospect compared collaboration features with Canva.
