ticket_id,account_id,created_date,ticket_type,priority,resolution_hours,csat_score,ticket_summary,account_revenue
T01384,A00989,2026-01-04,billing,medium,63,3,Customer asked about an unexpected billing charge.,240
T01385,A00989,2026-03-01,feature_request,low,18,3,Team requested deeper collaboration permissions.,240
T01386,A00989,2025-02-02,feature_request,medium,54,3,User asked for advanced brand kit controls.,240
T01387,A00989,2026-01-24,feature_request,low,10,4,Team requested deeper collaboration permissions.,240
T01388,A00990,2026-01-29,feature_request,medium,25,2,Team requested deeper collaboration permissions.,48
T01389,A00990,2025-04-07,feature_request,medium,8,2,Team requested deeper collaboration permissions.,48
T01390,A00990,2025-01-05,billing,low,24,4,Billing issue raised after duplicate invoice appeared.,48
T01391,A00991,2025-08-17,bug,low,19,3,User reported export failing on large files.,36
T01392,A00992,2026-02-02,performance_issue,low,28,3,User reported slow loading times in the editor.,0
T01393,A00994,2026-01-20,performance_issue,low,37,4,Team reported performance issues on large collaborative projects.,36
T01394,A00995,2025-12-27,bug,medium,61,4,Customer hit a recurring editor crash while saving a design.,48
T01395,A00996,2025-01-19,performance_issue,low,28,2,Customer experienced lag during export and preview.,48
T01396,A00996,2025-09-21,billing,medium,12,4,Customer asked about an unexpected billing charge.,48
T01397,A00997,2025-11-01,performance_issue,medium,54,3,User reported slow loading times in the editor.,240
T01398,A00997,2026-01-05,billing,medium,63,3,User reported confusion about plan renewal pricing.,240
T01399,A00997,2025-11-12,performance_issue,medium,73,2,Customer experienced lag during export and preview.,240
T01400,A01002,2026-02-13,performance_issue,low,31,2,Customer experienced lag during export and preview.,0
T01401,A01003,2026-02-20,billing,high,110,2,User reported confusion about plan renewal pricing.,12
T01402,A01004,2025-08-15,billing,medium,58,3,Customer asked about an unexpected billing charge.,12
T01403,A01004,2025-07-22,bug,low,14,4,Customer hit a recurring editor crash while saving a design.,12
T01404,A01005,2026-01-31,bug,medium,43,2,Bug reported in image upload flow causing failed imports.,12
T01405,A01005,2025-02-22,performance_issue,high,109,1,Customer experienced lag during export and preview.,12
T01406,A01005,2025-09-13,billing,high,99,2,User reported confusion about plan renewal pricing.,12
T01407,A01006,2025-01-02,bug,low,19,4,User reported export failing on large files.,90
T01408,A01007,2025-06-20,billing,high,48,2,Customer asked about an unexpected billing charge.,0
T01409,A01007,2025-08-12,performance_issue,low,14,2,User reported slow loading times in the editor.,0
T01410,A01008,2025-01-30,performance_issue,low,24,4,User reported slow loading times in the editor.,24
T01411,A01008,2025-12-06,performance_issue,low,21,4,Customer experienced lag during export and preview.,24
T01412,A01009,2025-08-15,performance_issue,low,27,2,User reported slow loading times in the editor.,12
T01413,A01010,2026-01-02,performance_issue,low,31,2,User reported slow loading times in the editor.,450
T01414,A01010,2026-02-02,bug,low,15,4,User reported export failing on large files.,450
T01415,A01010,2025-06-21,performance_issue,low,35,3,User reported slow loading times in the editor.,450
T01416,A01011,2025-03-17,performance_issue,low,28,4,Team reported performance issues on large collaborative projects.,180
T01417,A01011,2025-08-27,bug,medium,27,3,Customer hit a recurring editor crash while saving a design.,180
T01418,A01011,2025-03-06,performance_issue,medium,76,2,Customer experienced lag during export and preview.,180
T01419,A01011,2025-09-04,performance_issue,high,124,2,Team reported performance issues on large collaborative projects.,180
T01420,A01011,2025-02-01,performance_issue,low,23,4,Team reported performance issues on large collaborative projects.,180
T01421,A01011,2025-07-24,billing,low,12,3,Billing issue raised after duplicate invoice appeared.,180
T01422,A01013,2025-04-17,bug,low,14,5,User reported export failing on large files.,300
T01423,A01013,2025-08-11,feature_request,medium,25,3,Customer requested more premium templates for social campaigns.,300
T01424,A01013,2025-03-18,performance_issue,low,15,3,Team reported performance issues on large collaborative projects.,300
T01425,A01013,2025-07-24,bug,low,12,5,User reported export failing on large files.,300
T01426,A01013,2025-08-27,bug,low,17,3,User reported export failing on large files.,300
T01427,A01014,2025-12-12,bug,medium,36,3,User reported export failing on large files.,48
T01428,A01014,2026-01-20,billing,low,6,4,Billing issue raised after duplicate invoice appeared.,48
T01429,A01015,2025-04-30,performance_issue,low,12,2,User reported slow loading times in the editor.,300
T01430,A01015,2026-02-27,bug,high,115,2,Bug reported in image upload flow causing failed imports.,300
T01431,A01015,2025-10-06,billing,medium,14,2,Billing issue raised after duplicate invoice appeared.,300
T01432,A01015,2025-03-14,billing,low,19,4,Billing issue raised after duplicate invoice appeared.,300
T01433,A01016,2025-04-15,performance_issue,medium,39,2,Team reported performance issues on large collaborative projects.,0
T01434,A01017,2025-05-17,feature_request,medium,65,2,Customer requested more premium templates for social campaigns.,300
T01435,A01017,2026-01-25,bug,medium,32,2,User reported export failing on large files.,300
T01436,A01017,2025-11-17,performance_issue,low,46,2,Team reported performance issues on large collaborative projects.,300
T01437,A01017,2025-05-24,bug,medium,34,4,Customer hit a recurring editor crash while saving a design.,300
T01438,A01019,2026-01-28,billing,high,75,3,Customer asked about an unexpected billing charge.,24
T01439,A01019,2025-11-27,bug,low,5,4,Customer hit a recurring editor crash while saving a design.,24
T01440,A01020,2025-08-26,billing,medium,9,3,Customer asked about an unexpected billing charge.,36
T01441,A01021,2025-10-31,feature_request,low,15,3,Team requested deeper collaboration permissions.,24
T01442,A01023,2025-11-17,bug,low,23,5,Customer hit a recurring editor crash while saving a design.,180
T01443,A01023,2025-02-28,feature_request,low,22,5,User asked for advanced brand kit controls.,180
T01444,A01023,2025-12-04,bug,high,77,3,Customer hit a recurring editor crash while saving a design.,180
T01445,A01028,2025-12-01,bug,low,18,3,Bug reported in image upload flow causing failed imports.,450
T01446,A01030,2025-07-09,feature_request,low,13,4,Team requested deeper collaboration permissions.,300
T01447,A01030,2026-01-08,performance_issue,medium,66,2,Team reported performance issues on large collaborative projects.,300
T01448,A01030,2025-09-08,performance_issue,medium,41,1,Team reported performance issues on large collaborative projects.,300
T01449,A01031,2026-02-10,billing,low,23,5,Customer asked about an unexpected billing charge.,36
T01450,A01031,2025-08-11,performance_issue,low,24,4,Customer experienced lag during export and preview.,36
T01451,A01031,2025-04-16,feature_request,high,27,2,Team requested deeper collaboration permissions.,36
T01452,A01032,2026-02-26,feature_request,low,5,5,User asked for advanced brand kit controls.,60
T01453,A01032,2025-11-05,billing,medium,33,4,User reported confusion about plan renewal pricing.,60
T01454,A01032,2025-11-12,performance_issue,high,105,2,User reported slow loading times in the editor.,60
T01455,A01034,2025-03-09,bug,medium,41,4,Bug reported in image upload flow causing failed imports.,0
T01456,A01035,2026-02-16,performance_issue,low,42,2,Team reported performance issues on large collaborative projects.,48
T01457,A01036,2025-11-05,bug,low,2,3,Customer hit a recurring editor crash while saving a design.,12
T01458,A01036,2025-08-28,bug,high,102,3,Bug reported in image upload flow causing failed imports.,12
T01459,A01037,2025-04-22,feature_request,low,22,5,Team requested deeper collaboration permissions.,180
T01460,A01037,2025-12-22,bug,low,7,3,Customer hit a recurring editor crash while saving a design.,180
T01461,A01037,2025-02-18,performance_issue,low,10,2,Team reported performance issues on large collaborative projects.,180
T01462,A01037,2026-01-23,billing,high,89,2,Billing issue raised after duplicate invoice appeared.,180
T01463,A01041,2025-06-26,billing,low,22,4,User reported confusion about plan renewal pricing.,24
T01464,A01044,2025-03-07,performance_issue,low,7,4,Customer experienced lag during export and preview.,120
T01465,A01044,2025-08-11,performance_issue,medium,26,2,Team reported performance issues on large collaborative projects.,120
T01466,A01044,2025-07-27,billing,high,107,3,Billing issue raised after duplicate invoice appeared.,120
T01467,A01044,2025-11-27,billing,medium,12,3,User reported confusion about plan renewal pricing.,120
T01468,A01045,2025-09-11,billing,low,8,4,User reported confusion about plan renewal pricing.,48
T01469,A01045,2026-03-01,performance_issue,high,97,1,Team reported performance issues on large collaborative projects.,48
T01470,A01046,2025-03-14,bug,medium,62,2,Bug reported in image upload flow causing failed imports.,12
T01471,A01046,2026-01-06,feature_request,low,19,4,Team requested deeper collaboration permissions.,12
T01472,A01047,2025-01-01,bug,low,3,5,User reported export failing on large files.,36
T01473,A01047,2025-04-05,feature_request,low,17,4,User asked for advanced brand kit controls.,36
T01474,A01048,2025-03-28,performance_issue,low,21,3,User reported slow loading times in the editor.,60
T01475,A01048,2025-06-30,billing,high,37,2,Billing issue raised after duplicate invoice appeared.,60
T01476,A01048,2025-12-13,bug,low,13,3,Customer hit a recurring editor crash while saving a design.,60
T01477,A01048,2025-12-13,performance_issue,high,83,1,Customer experienced lag during export and preview.,60
T01478,A01050,2025-05-12,performance_issue,medium,60,3,Team reported performance issues on large collaborative projects.,12
T01479,A01050,2025-05-28,bug,medium,51,4,User reported export failing on large files.,12
T01480,A01051,2025-10-16,feature_request,medium,33,4,User asked for advanced brand kit controls.,450
T01481,A01051,2025-05-27,bug,low,11,5,Customer hit a recurring editor crash while saving a design.,450
T01482,A01051,2026-02-03,billing,medium,54,3,Billing issue raised after duplicate invoice appeared.,450
T01483,A01051,2025-04-12,feature_request,low,21,4,Customer requested more premium templates for social campaigns.,450
T01484,A01051,2025-09-20,bug,medium,68,2,Customer hit a recurring editor crash while saving a design.,450
T01485,A01051,2025-03-18,performance_issue,low,12,2,Team reported performance issues on large collaborative projects.,450
T01486,A01054,2025-12-06,bug,low,3,3,User reported export failing on large files.,60
T01487,A01054,2025-04-15,feature_request,low,24,4,User asked for advanced brand kit controls.,60
T01488,A01056,2025-12-16,performance_issue,low,33,3,Team reported performance issues on large collaborative projects.,12
T01489,A01058,2026-01-12,bug,medium,29,3,Customer hit a recurring editor crash while saving a design.,12
T01490,A01059,2025-04-15,feature_request,low,22,4,Team requested deeper collaboration permissions.,36
T01491,A01059,2025-03-29,bug,high,114,1,Bug reported in image upload flow causing failed imports.,36
T01492,A01061,2025-09-16,billing,medium,34,3,User reported confusion about plan renewal pricing.,48
T01493,A01065,2025-04-20,billing,low,9,5,Billing issue raised after duplicate invoice appeared.,180
T01494,A01065,2025-12-08,bug,medium,16,3,Customer hit a recurring editor crash while saving a design.,180
T01495,A01065,2025-03-05,performance_issue,low,23,2,User reported slow loading times in the editor.,180
T01496,A01068,2025-06-04,billing,low,20,3,Billing issue raised after duplicate invoice appeared.,180
T01497,A01070,2026-01-04,performance_issue,low,33,3,Team reported performance issues on large collaborative projects.,24
T01498,A01072,2025-04-17,performance_issue,low,19,4,Team reported performance issues on large collaborative projects.,36
T01499,A01074,2025-06-05,performance_issue,medium,40,2,Customer experienced lag during export and preview.,48
T01500,A01075,2025-12-20,performance_issue,low,42,4,User reported slow loading times in the editor.,12
T01501,A01077,2025-09-21,feature_request,low,22,4,User asked for advanced brand kit controls.,300
T01502,A01077,2025-05-24,bug,medium,54,4,User reported export failing on large files.,300
T01503,A01077,2026-02-12,billing,low,16,4,Customer asked about an unexpected billing charge.,300
T01504,A01078,2025-01-12,feature_request,low,20,5,Team requested deeper collaboration permissions.,180
T01505,A01078,2025-02-19,feature_request,low,7,4,User asked for advanced brand kit controls.,180
T01506,A01078,2025-12-03,bug,medium,45,4,Bug reported in image upload flow causing failed imports.,180
T01507,A01078,2025-10-14,billing,low,12,5,Customer asked about an unexpected billing charge.,180
T01508,A01080,2026-01-20,performance_issue,low,16,3,Customer experienced lag during export and preview.,36
T01509,A01081,2025-05-20,bug,low,8,5,Customer hit a recurring editor crash while saving a design.,36
T01510,A01082,2026-03-04,bug,high,79,3,Customer hit a recurring editor crash while saving a design.,450
T01511,A01082,2026-02-10,billing,high,56,2,Customer asked about an unexpected billing charge.,450
T01512,A01082,2025-08-14,feature_request,medium,37,4,Team requested deeper collaboration permissions.,450
T01513,A01082,2026-01-30,bug,high,31,3,Bug reported in image upload flow causing failed imports.,450
T01514,A01084,2025-09-14,feature_request,medium,49,2,Team requested deeper collaboration permissions.,0
T01515,A01085,2025-06-19,billing,low,1,5,User reported confusion about plan renewal pricing.,36
T01516,A01086,2025-10-11,performance_issue,low,20,3,User reported slow loading times in the editor.,150
T01517,A01086,2026-02-14,bug,low,15,5,Customer hit a recurring editor crash while saving a design.,150
T01518,A01086,2025-08-15,feature_request,low,24,4,Customer requested more premium templates for social campaigns.,150
T01519,A01086,2025-09-15,performance_issue,low,40,4,User reported slow loading times in the editor.,150
T01520,A01086,2025-05-06,feature_request,low,15,4,User asked for advanced brand kit controls.,150
T01521,A01087,2025-11-07,bug,medium,53,2,Customer hit a recurring editor crash while saving a design.,48
T01522,A01088,2025-11-13,bug,low,17,4,User reported export failing on large files.,300
T01523,A01088,2025-07-22,billing,low,17,3,Customer asked about an unexpected billing charge.,300
T01524,A01088,2025-01-30,bug,high,119,2,User reported export failing on large files.,300
T01525,A01088,2025-09-19,bug,low,8,3,Bug reported in image upload flow causing failed imports.,300
T01526,A01089,2026-03-01,bug,high,106,3,Bug reported in image upload flow causing failed imports.,48
T01527,A01089,2025-07-21,bug,high,73,2,Bug reported in image upload flow causing failed imports.,48
T01528,A01093,2025-05-16,feature_request,low,21,3,Customer requested more premium templates for social campaigns.,0
T01529,A01094,2025-07-03,bug,low,10,3,Customer hit a recurring editor crash while saving a design.,0
T01530,A01095,2025-06-18,performance_issue,low,40,3,User reported slow loading times in the editor.,36
T01531,A01097,2026-02-24,feature_request,low,4,3,Customer requested more premium templates for social campaigns.,36
T01532,A01098,2025-01-17,performance_issue,low,38,3,User reported slow loading times in the editor.,0
T01533,A01099,2025-02-02,bug,low,17,4,User reported export failing on large files.,150
T01534,A01099,2025-04-18,performance_issue,low,22,4,Customer experienced lag during export and preview.,150
T01535,A01099,2025-05-29,performance_issue,low,33,3,Customer experienced lag during export and preview.,150
T01536,A01099,2025-06-03,billing,medium,62,2,Billing issue raised after duplicate invoice appeared.,150
T01537,A01099,2025-07-26,performance_issue,medium,34,1,Customer experienced lag during export and preview.,150
T01538,A01101,2025-08-24,bug,medium,64,3,Customer hit a recurring editor crash while saving a design.,0
T01539,A01102,2025-12-03,performance_issue,low,31,4,Team reported performance issues on large collaborative projects.,36
T01540,A01102,2025-02-11,feature_request,low,3,4,Customer requested more premium templates for social campaigns.,36
T01541,A01103,2026-02-20,bug,medium,30,2,Customer hit a recurring editor crash while saving a design.,0
T01542,A01104,2026-01-08,feature_request,medium,13,2,Team requested deeper collaboration permissions.,36
T01543,A01106,2025-12-24,bug,low,22,4,Customer hit a recurring editor crash while saving a design.,36
T01544,A01109,2026-02-08,feature_request,medium,52,4,User asked for advanced brand kit controls.,48
T01545,A01109,2025-12-26,feature_request,medium,72,4,Customer requested more premium templates for social campaigns.,48
T01546,A01110,2026-02-08,bug,medium,13,2,Customer hit a recurring editor crash while saving a design.,0
T01547,A01111,2025-11-05,performance_issue,medium,43,2,User reported slow loading times in the editor.,240
T01548,A01111,2025-07-10,feature_request,low,7,3,Customer requested more premium templates for social campaigns.,240
T01549,A01111,2026-01-01,feature_request,low,18,4,Team requested deeper collaboration permissions.,240
T01550,A01112,2025-01-01,bug,low,22,4,User reported export failing on large files.,90
T01551,A01112,2025-06-10,feature_request,medium,36,4,User asked for advanced brand kit controls.,90
T01552,A01113,2025-03-27,billing,medium,8,2,Billing issue raised after duplicate invoice appeared.,48
T01553,A01113,2026-02-09,performance_issue,medium,61,2,Team reported performance issues on large collaborative projects.,48
T01554,A01113,2025-01-16,billing,medium,9,2,Customer asked about an unexpected billing charge.,48
T01555,A01114,2025-08-27,performance_issue,medium,46,2,User reported slow loading times in the editor.,24
T01556,A01114,2025-01-29,performance_issue,medium,40,2,Customer experienced lag during export and preview.,24
T01557,A01114,2026-02-18,billing,low,24,5,Customer asked about an unexpected billing charge.,24
T01558,A01115,2026-01-30,performance_issue,medium,67,3,Team reported performance issues on large collaborative projects.,24
T01559,A01116,2025-07-25,bug,low,4,3,Bug reported in image upload flow causing failed imports.,0
T01560,A01117,2025-07-02,performance_issue,low,29,3,Customer experienced lag during export and preview.,0
T01561,A01118,2025-02-18,bug,low,4,5,Bug reported in image upload flow causing failed imports.,300
T01562,A01118,2025-07-30,feature_request,medium,36,4,Team requested deeper collaboration permissions.,300
T01563,A01118,2025-09-14,feature_request,low,15,3,User asked for advanced brand kit controls.,300
T01564,A01122,2025-02-09,bug,low,22,4,Customer hit a recurring editor crash while saving a design.,0
T01565,A01124,2025-01-06,feature_request,low,1,5,Team requested deeper collaboration permissions.,48
T01566,A01125,2025-11-02,performance_issue,low,18,4,User reported slow loading times in the editor.,12
T01567,A01128,2026-01-02,feature_request,medium,28,4,User asked for advanced brand kit controls.,36
T01568,A01128,2025-12-26,bug,low,1,4,User reported export failing on large files.,36
T01569,A01128,2025-10-30,performance_issue,medium,70,1,User reported slow loading times in the editor.,36
T01570,A01130,2025-02-08,bug,low,7,3,User reported export failing on large files.,0
T01571,A01131,2025-06-30,bug,low,9,5,User reported export failing on large files.,300
T01572,A01131,2025-10-16,billing,high,41,1,User reported confusion about plan renewal pricing.,300
T01573,A01131,2025-01-27,bug,low,2,5,User reported export failing on large files.,300
T01574,A01131,2025-02-07,bug,low,16,5,Customer hit a recurring editor crash while saving a design.,300
T01575,A01132,2025-09-25,feature_request,low,16,4,Team requested deeper collaboration permissions.,180
T01576,A01135,2025-03-21,bug,low,12,4,Bug reported in image upload flow causing failed imports.,0
T01577,A01136,2025-01-04,performance_issue,medium,86,2,Customer experienced lag during export and preview.,0
T01578,A01136,2025-02-04,feature_request,high,75,1,Team requested deeper collaboration permissions.,0
T01579,A01137,2026-02-08,bug,medium,31,3,Bug reported in image upload flow causing failed imports.,12
T01580,A01137,2025-11-29,performance_issue,high,45,2,User reported slow loading times in the editor.,12
T01581,A01137,2025-10-31,bug,medium,15,3,Customer hit a recurring editor crash while saving a design.,12
T01582,A01137,2025-06-12,feature_request,low,3,4,User asked for advanced brand kit controls.,12
T01583,A01139,2025-02-26,bug,medium,19,2,User reported export failing on large files.,36
T01584,A01139,2025-01-25,bug,low,18,4,Bug reported in image upload flow causing failed imports.,36
T01585,A01140,2025-02-11,feature_request,low,3,5,Customer requested more premium templates for social campaigns.,150
T01586,A01140,2025-03-09,feature_request,low,22,5,Team requested deeper collaboration permissions.,150
T01587,A01140,2026-02-04,feature_request,low,23,5,Customer requested more premium templates for social campaigns.,150
T01588,A01141,2026-03-09,billing,low,22,5,Billing issue raised after duplicate invoice appeared.,0
T01589,A01143,2025-01-31,bug,medium,36,2,User reported export failing on large files.,48
T01590,A01143,2025-10-26,feature_request,low,11,4,Team requested deeper collaboration permissions.,48
T01591,A01146,2026-01-04,feature_request,medium,71,4,Customer requested more premium templates for social campaigns.,450
T01592,A01146,2025-04-24,performance_issue,medium,23,2,User reported slow loading times in the editor.,450
T01593,A01146,2025-06-24,bug,low,10,5,Bug reported in image upload flow causing failed imports.,450
T01594,A01146,2025-12-25,performance_issue,low,34,4,Team reported performance issues on large collaborative projects.,450
T01595,A01149,2025-10-26,billing,medium,21,2,Billing issue raised after duplicate invoice appeared.,36
T01596,A01150,2025-02-25,feature_request,high,73,3,Team requested deeper collaboration permissions.,36
T01597,A01153,2025-01-25,billing,low,13,5,User reported confusion about plan renewal pricing.,36
T01598,A01153,2025-03-25,performance_issue,low,27,2,User reported slow loading times in the editor.,36
T01599,A01155,2026-01-22,bug,medium,16,2,User reported export failing on large files.,240
T01600,A01155,2025-09-23,performance_issue,medium,39,2,User reported slow loading times in the editor.,240
T01601,A01155,2026-02-02,feature_request,low,13,4,Customer requested more premium templates for social campaigns.,240
T01602,A01155,2025-05-11,bug,medium,9,3,Bug reported in image upload flow causing failed imports.,240
T01603,A01155,2025-10-05,billing,medium,60,2,Billing issue raised after duplicate invoice appeared.,240
T01604,A01155,2025-11-09,billing,medium,17,4,User reported confusion about plan renewal pricing.,240
T01605,A01156,2025-01-20,bug,low,4,4,Bug reported in image upload flow causing failed imports.,240
T01606,A01157,2025-08-06,billing,low,8,4,Billing issue raised after duplicate invoice appeared.,240
T01607,A01157,2025-05-24,feature_request,medium,49,3,Team requested deeper collaboration permissions.,240
T01608,A01157,2026-02-24,billing,medium,53,2,User reported confusion about plan renewal pricing.,240
T01609,A01157,2026-03-01,performance_issue,medium,23,3,Team reported performance issues on large collaborative projects.,240
T01610,A01158,2026-02-28,billing,medium,12,3,Customer asked about an unexpected billing charge.,24
T01611,A01158,2025-06-24,bug,medium,66,3,Customer hit a recurring editor crash while saving a design.,24
T01612,A01158,2025-04-23,performance_issue,medium,84,3,Team reported performance issues on large collaborative projects.,24
T01613,A01159,2025-12-01,feature_request,medium,52,4,Customer requested more premium templates for social campaigns.,180
T01614,A01159,2025-11-08,performance_issue,low,24,3,Customer experienced lag during export and preview.,180
T01615,A01159,2025-03-15,billing,low,3,4,Billing issue raised after duplicate invoice appeared.,180
T01616,A01159,2025-01-09,feature_request,low,20,5,User asked for advanced brand kit controls.,180
T01617,A01159,2025-08-21,feature_request,low,20,4,Team requested deeper collaboration permissions.,180
T01618,A01160,2025-04-02,bug,high,80,2,Customer hit a recurring editor crash while saving a design.,36
T01619,A01160,2025-10-01,performance_issue,low,31,4,Customer experienced lag during export and preview.,36
T01620,A01161,2026-01-21,feature_request,medium,66,3,User asked for advanced brand kit controls.,24
T01621,A01162,2025-11-04,bug,low,20,3,Customer hit a recurring editor crash while saving a design.,12
T01622,A01162,2025-02-19,billing,low,7,3,User reported confusion about plan renewal pricing.,12
T01623,A01162,2025-03-13,feature_request,medium,44,3,Team requested deeper collaboration permissions.,12
T01624,A01162,2025-03-05,feature_request,low,21,4,User asked for advanced brand kit controls.,12
T01625,A01163,2025-12-31,bug,low,10,5,Customer hit a recurring editor crash while saving a design.,300
T01626,A01163,2025-01-08,performance_issue,low,39,3,User reported slow loading times in the editor.,300
T01627,A01164,2026-02-17,performance_issue,medium,80,1,Customer experienced lag during export and preview.,0
T01628,A01165,2026-01-24,performance_issue,high,80,1,Customer experienced lag during export and preview.,450
T01629,A01165,2026-01-29,feature_request,low,13,3,Team requested deeper collaboration permissions.,450
T01630,A01165,2026-01-29,performance_issue,medium,63,2,User reported slow loading times in the editor.,450
T01631,A01165,2025-09-25,billing,high,63,3,Customer asked about an unexpected billing charge.,450
T01632,A01166,2025-10-08,feature_request,low,9,4,Team requested deeper collaboration permissions.,150
T01633,A01167,2025-09-05,performance_issue,low,38,4,Team reported performance issues on large collaborative projects.,450
T01634,A01167,2025-07-09,performance_issue,medium,29,1,Customer experienced lag during export and preview.,450
T01635,A01168,2026-01-17,billing,low,6,4,User reported confusion about plan renewal pricing.,60
T01636,A01168,2025-03-22,feature_request,medium,45,2,Customer requested more premium templates for social campaigns.,60
T01637,A01169,2025-03-09,feature_request,low,12,4,Customer requested more premium templates for social campaigns.,120
T01638,A01169,2025-03-17,feature_request,low,3,5,User asked for advanced brand kit controls.,120
T01639,A01169,2025-04-02,bug,low,5,4,User reported export failing on large files.,120
T01640,A01169,2025-06-24,feature_request,medium,51,2,Team requested deeper collaboration permissions.,120
T01641,A01169,2025-01-01,feature_request,low,13,3,Team requested deeper collaboration permissions.,120
T01642,A01170,2026-03-05,bug,low,11,5,Bug reported in image upload flow causing failed imports.,12
T01643,A01172,2025-07-19,feature_request,medium,47,4,Customer requested more premium templates for social campaigns.,0
T01644,A01173,2025-02-25,billing,medium,65,2,User reported confusion about plan renewal pricing.,36
T01645,A01174,2026-01-31,feature_request,high,31,2,Customer requested more premium templates for social campaigns.,24
T01646,A01175,2025-07-04,feature_request,medium,9,4,Team requested deeper collaboration permissions.,90
T01647,A01175,2026-01-28,performance_issue,low,18,3,User reported slow loading times in the editor.,90
T01648,A01175,2025-03-02,bug,medium,32,4,Bug reported in image upload flow causing failed imports.,90
T01649,A01176,2025-07-31,feature_request,medium,42,3,Customer requested more premium templates for social campaigns.,12
T01650,A01176,2026-03-01,bug,high,66,3,Bug reported in image upload flow causing failed imports.,12
T01651,A01178,2025-05-05,performance_issue,low,16,3,User reported slow loading times in the editor.,240
T01652,A01178,2026-01-03,bug,medium,24,4,Bug reported in image upload flow causing failed imports.,240
T01653,A01178,2025-11-06,billing,high,39,1,Customer asked about an unexpected billing charge.,240
T01654,A01178,2025-05-13,performance_issue,low,17,4,Team reported performance issues on large collaborative projects.,240
T01655,A01178,2026-02-10,performance_issue,low,15,4,Customer experienced lag during export and preview.,240
T01656,A01185,2026-02-13,billing,low,23,5,Customer asked about an unexpected billing charge.,12
T01657,A01185,2026-02-18,billing,low,9,3,Billing issue raised after duplicate invoice appeared.,12
T01658,A01186,2025-04-24,billing,low,16,5,User reported confusion about plan renewal pricing.,90
T01659,A01189,2026-03-08,bug,medium,33,4,Bug reported in image upload flow causing failed imports.,120
T01660,A01189,2025-10-30,billing,low,15,4,Billing issue raised after duplicate invoice appeared.,120
T01661,A01189,2025-01-24,performance_issue,low,18,4,User reported slow loading times in the editor.,120
T01662,A01190,2025-08-07,billing,medium,20,2,Billing issue raised after duplicate invoice appeared.,12
T01663,A01190,2025-02-17,feature_request,low,5,3,Customer requested more premium templates for social campaigns.,12
T01664,A01191,2025-10-17,feature_request,low,16,5,Team requested deeper collaboration permissions.,24
T01665,A01197,2025-02-11,feature_request,low,24,5,Team requested deeper collaboration permissions.,60
T01666,A01197,2025-01-08,feature_request,medium,21,4,Customer requested more premium templates for social campaigns.,60
T01667,A01199,2025-03-19,performance_issue,low,38,4,Customer experienced lag during export and preview.,0
T01668,A01202,2025-06-26,feature_request,low,6,4,User asked for advanced brand kit controls.,180
T01669,A01202,2025-07-05,performance_issue,medium,77,1,Team reported performance issues on large collaborative projects.,180
T01670,A01202,2026-02-02,performance_issue,low,29,3,Customer experienced lag during export and preview.,180
T01671,A01202,2025-04-20,bug,medium,24,3,Bug reported in image upload flow causing failed imports.,180
T01672,A01205,2025-09-30,performance_issue,medium,66,3,User reported slow loading times in the editor.,24
T01673,A01205,2026-01-23,bug,low,7,5,Customer hit a recurring editor crash while saving a design.,24
T01674,A01205,2025-06-11,bug,low,21,3,Customer hit a recurring editor crash while saving a design.,24
T01675,A01205,2025-04-06,bug,low,10,5,User reported export failing on large files.,24
T01676,A01205,2025-04-14,billing,high,105,2,User reported confusion about plan renewal pricing.,24
T01677,A01210,2025-09-27,performance_issue,low,22,2,Team reported performance issues on large collaborative projects.,12
T01678,A01211,2025-01-13,performance_issue,low,39,2,Customer experienced lag during export and preview.,48
T01679,A01211,2025-05-09,feature_request,medium,13,2,User asked for advanced brand kit controls.,48
T01680,A01211,2025-10-11,billing,medium,54,2,Billing issue raised after duplicate invoice appeared.,48
T01681,A01213,2025-03-23,performance_issue,medium,50,3,User reported slow loading times in the editor.,48
T01682,A01215,2025-07-23,bug,low,9,4,Customer hit a recurring editor crash while saving a design.,24
T01683,A01219,2025-07-13,bug,low,14,4,Bug reported in image upload flow causing failed imports.,24
T01684,A01220,2025-03-07,feature_request,low,2,5,Team requested deeper collaboration permissions.,120
T01685,A01220,2025-06-14,performance_issue,low,31,3,Team reported performance issues on large collaborative projects.,120
T01686,A01222,2025-08-17,bug,low,23,5,User reported export failing on large files.,12
T01687,A01223,2025-03-08,bug,low,24,5,User reported export failing on large files.,0
T01688,A01223,2025-06-10,feature_request,low,21,4,Customer requested more premium templates for social campaigns.,0
T01689,A01225,2026-03-08,billing,low,3,5,Customer asked about an unexpected billing charge.,12
T01690,A01225,2025-10-12,feature_request,low,23,4,User asked for advanced brand kit controls.,12
T01691,A01225,2025-07-10,feature_request,medium,32,2,Team requested deeper collaboration permissions.,12
T01692,A01227,2025-03-07,feature_request,high,41,2,Customer requested more premium templates for social campaigns.,24
T01693,A01227,2025-09-04,performance_issue,low,27,4,Customer experienced lag during export and preview.,24
T01694,A01227,2025-05-12,feature_request,high,115,1,User asked for advanced brand kit controls.,24
T01695,A01228,2025-11-22,bug,low,8,3,User reported export failing on large files.,12
T01696,A01228,2025-02-11,bug,high,25,2,Customer hit a recurring editor crash while saving a design.,12
T01697,A01229,2025-03-14,billing,high,60,2,Billing issue raised after duplicate invoice appeared.,120
T01698,A01229,2025-06-06,feature_request,low,20,4,User asked for advanced brand kit controls.,120
