note_id,deal_id,account_id,note_date,note_text,category,subcategory,matched_terms,confidence
N04125,D02294,A01352,2026-01-03,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N04126,D02295,A00065,2025-07-31,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N04127,D02295,A00065,2025-08-08,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N04128,D02295,A00065,2025-07-31,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04129,D02296,A00365,2026-02-12,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N04130,D02297,A00821,2025-09-04,Customer raised concerns that Figma is already adopted by the team.,Competitive,competitor_switch,figma,0.6
N04131,D02297,A00821,2025-09-03,Deal slowed after prospect compared collaboration features with Figma.,Product,missing_features,feature,0.6
N04132,D02298,A01508,2025-06-05,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04133,D02298,A01508,2025-05-22,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04134,D02299,A01671,2025-04-20,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N04135,D02299,A01671,2025-04-15,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04136,D02300,A01925,2026-02-01,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04137,D02300,A01925,2026-01-21,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N04138,D02301,A01048,2025-09-10,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04139,D02301,A01048,2025-09-29,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04140,D02302,A00540,2025-01-26,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N04141,D02303,A01086,2025-01-19,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04142,D02303,A01086,2025-01-12,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N04143,D02303,A01086,2025-01-29,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04144,D02304,A00491,2025-03-09,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N04145,D02304,A00491,2025-03-07,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04146,D02304,A00491,2025-02-22,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04147,D02305,A01297,2026-01-31,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04148,D02306,A00229,2025-06-26,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04149,D02306,A00229,2025-06-10,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N04150,D02307,A01044,2026-03-07,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04151,D02307,A01044,2026-02-24,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N04152,D02307,A01044,2026-02-24,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04153,D02308,A00003,2025-04-07,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04154,D02309,A01445,2025-11-17,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04155,D02309,A01445,2025-11-03,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04156,D02309,A01445,2025-11-10,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04157,D02310,A01754,2025-09-28,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04158,D02310,A01754,2025-09-27,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04159,D02310,A01754,2025-09-08,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N04160,D02311,A00911,2026-01-07,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04161,D02311,A00911,2026-01-10,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04162,D02311,A00911,2025-12-20,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04163,D02312,A00307,2025-09-11,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N04164,D02312,A00307,2025-09-24,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04165,D02313,A00432,2025-12-10,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04166,D02313,A00432,2025-12-10,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N04167,D02313,A00432,2025-12-31,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N04168,D02314,A00136,2026-02-15,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04169,D02314,A00136,2026-03-10,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N04170,D02315,A01933,2025-05-15,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N04171,D02315,A01933,2025-05-19,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04172,D02316,A01968,2025-11-03,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N04173,D02317,A00515,2025-02-17,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04174,D02318,A00193,2026-02-25,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04175,D02318,A00193,2026-03-25,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04176,D02319,A01609,2026-01-21,Prospect liked the product but said Figma has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04177,D02319,A01609,2026-01-26,Customer raised concerns that Figma is already adopted by the team.,Competitive,competitor_switch,figma,0.6
N04178,D02319,A01609,2026-01-22,Customer raised concerns that Figma is already adopted by the team.,Competitive,competitor_switch,figma,0.6
N04179,D02320,A01439,2025-08-08,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04180,D02320,A01439,2025-07-28,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04181,D02321,A00873,2026-02-27,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04182,D02321,A00873,2026-02-25,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N04183,D02321,A00873,2026-02-04,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N04184,D02322,A01142,2025-07-29,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04185,D02322,A01142,2025-07-19,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N04186,D02323,A00666,2025-07-10,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N04187,D02323,A00666,2025-06-27,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04188,D02323,A00666,2025-07-14,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N04189,D02324,A00209,2025-04-18,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N04190,D02324,A00209,2025-04-08,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N04191,D02325,A00952,2025-04-04,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N04192,D02325,A00952,2025-04-04,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N04193,D02326,A01058,2025-03-28,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N04194,D02326,A01058,2025-04-04,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04195,D02326,A01058,2025-04-15,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N04196,D02327,A00649,2025-02-16,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N04197,D02328,A01342,2025-03-01,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N04198,D02328,A01342,2025-03-25,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N04199,D02329,A00120,2025-04-10,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04200,D02330,A00627,2026-01-31,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04201,D02331,A00525,2025-08-11,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N04202,D02331,A00525,2025-07-31,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N04203,D02331,A00525,2025-08-02,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N04204,D02332,A01605,2025-05-25,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N04205,D02333,A01961,2025-04-28,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04206,D02334,A01869,2025-03-21,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04207,D02334,A01869,2025-04-12,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N04208,D02335,A00769,2026-03-15,Deal slowed after prospect compared collaboration features with Figma.,Product,missing_features,feature,0.6
N04209,D02335,A00769,2026-03-26,Prospect liked the product but said Figma has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04210,D02336,A01113,2025-02-12,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04211,D02337,A00512,2026-03-25,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04212,D02337,A00512,2026-03-20,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04213,D02338,A00047,2025-09-03,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04214,D02339,A00772,2025-06-21,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04215,D02340,A00740,2025-12-09,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04216,D02340,A00740,2025-11-19,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N04217,D02341,A01983,2025-09-14,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N04218,D02341,A01983,2025-09-22,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N04219,D02342,A01716,2026-01-02,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N04220,D02342,A01716,2026-01-08,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N04221,D02343,A00522,2025-12-20,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N04222,D02343,A00522,2025-12-25,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N04223,D02343,A00522,2026-01-04,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N04224,D02344,A01308,2025-01-29,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04225,D02345,A01401,2025-02-23,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04226,D02346,A01662,2025-07-17,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04227,D02347,A00134,2025-10-14,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N04228,D02347,A00134,2025-10-13,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04229,D02347,A00134,2025-10-13,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N04230,D02348,A01691,2025-01-20,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N04231,D02348,A01691,2025-02-04,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N04232,D02349,A00248,2025-01-29,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04233,D02350,A01676,2025-06-04,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N04234,D02350,A01676,2025-06-05,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04235,D02351,A01342,2025-05-19,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04236,D02351,A01342,2025-05-18,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04237,D02352,A00436,2025-06-25,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N04238,D02352,A00436,2025-06-27,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N04239,D02353,A01200,2025-03-26,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N04240,D02353,A01200,2025-02-28,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04241,D02354,A01859,2025-05-24,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N04242,D02354,A01859,2025-05-18,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N04243,D02355,A00686,2025-06-16,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N04244,D02356,A00586,2026-03-24,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N04245,D02357,A00351,2025-03-10,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N04246,D02358,A00143,2025-11-13,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N04247,D02358,A00143,2025-10-24,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04248,D02358,A00143,2025-11-02,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04249,D02359,A00967,2025-08-12,Customer raised concerns that Piktochart is already adopted by the team.,Competitive,competitor_switch,piktochart,0.6
N04250,D02360,A00804,2025-12-13,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04251,D02360,A00804,2025-12-07,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04252,D02360,A00804,2025-12-04,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04253,D02361,A01422,2025-08-12,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04254,D02361,A01422,2025-09-09,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04255,D02362,A01648,2025-05-31,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04256,D02363,A00718,2025-03-21,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04257,D02364,A00643,2026-01-01,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N04258,D02364,A00643,2025-12-12,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N04259,D02365,A01393,2025-09-27,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04260,D02365,A01393,2025-09-15,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04261,D02365,A01393,2025-09-16,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04262,D02366,A00501,2025-02-12,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04263,D02366,A00501,2025-01-22,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04264,D02367,A01646,2026-01-19,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04265,D02368,A00370,2025-01-09,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N04266,D02369,A01603,2026-02-26,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N04267,D02369,A01603,2026-03-08,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N04268,D02369,A01603,2026-02-26,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N04269,D02370,A01406,2025-05-14,Prospect liked the product but said Figma has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04270,D02371,A01110,2025-03-15,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N04271,D02371,A01110,2025-03-08,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N04272,D02371,A01110,2025-03-01,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N04273,D02372,A00787,2026-03-08,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04274,D02373,A00739,2026-02-18,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N04275,D02374,A01484,2025-11-11,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N04276,D02374,A01484,2025-10-24,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N04277,D02374,A01484,2025-11-04,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04278,D02375,A00950,2025-05-08,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N04279,D02376,A01349,2025-06-27,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N04280,D02376,A01349,2025-07-02,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N04281,D02377,A00522,2025-07-26,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N04282,D02377,A00522,2025-08-11,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N04283,D02378,A00489,2025-10-13,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04284,D02378,A00489,2025-09-24,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04285,D02378,A00489,2025-10-17,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N04286,D02379,A01953,2025-10-02,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N04287,D02379,A01953,2025-10-10,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N04288,D02380,A00397,2025-11-09,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04289,D02380,A00397,2025-11-01,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04290,D02381,A00896,2025-06-04,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04291,D02381,A00896,2025-06-14,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N04292,D02382,A00355,2025-06-28,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N04293,D02383,A00947,2026-03-23,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04294,D02383,A00947,2026-03-07,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04295,D02383,A00947,2026-03-08,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04296,D02384,A00288,2025-09-23,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04297,D02384,A00288,2025-09-21,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04298,D02385,A01483,2025-06-04,Deal slowed after prospect compared collaboration features with Figma.,Product,missing_features,feature,0.6
N04299,D02386,A01648,2025-05-05,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N04300,D02386,A01648,2025-05-18,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N04301,D02387,A00998,2026-03-11,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04302,D02387,A00998,2026-03-03,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04303,D02388,A00536,2025-08-25,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04304,D02388,A00536,2025-08-21,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04305,D02389,A01315,2026-03-16,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N04306,D02389,A01315,2026-03-08,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N04307,D02390,A00851,2026-01-16,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04308,D02390,A00851,2025-12-31,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04309,D02390,A00851,2026-01-22,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04310,D02391,A00838,2025-11-12,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N04311,D02392,A00168,2025-12-08,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N04312,D02392,A00168,2025-11-25,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N04313,D02393,A00950,2025-07-08,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N04314,D02393,A00950,2025-07-06,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N04315,D02393,A00950,2025-07-11,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04316,D02394,A00621,2026-01-10,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04317,D02394,A00621,2026-01-27,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N04318,D02394,A00621,2026-02-02,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N04319,D02395,A00428,2025-05-31,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04320,D02395,A00428,2025-05-19,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04321,D02396,A01726,2026-03-04,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N04322,D02396,A01726,2026-03-11,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04323,D02396,A01726,2026-02-28,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04324,D02397,A00490,2025-05-27,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N04325,D02397,A00490,2025-05-18,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N04326,D02397,A00490,2025-05-12,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N04327,D02398,A00355,2025-10-09,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04328,D02399,A00196,2025-12-01,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04329,D02399,A00196,2025-12-15,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04330,D02399,A00196,2025-11-28,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04331,D02400,A00545,2025-03-10,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04332,D02401,A00717,2025-02-12,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04333,D02401,A00717,2025-01-30,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04334,D02402,A00824,2025-06-02,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04335,D02402,A00824,2025-05-20,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04336,D02403,A00932,2025-11-14,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N04337,D02404,A01718,2026-02-01,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04338,D02404,A01718,2026-01-12,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04339,D02404,A01718,2026-01-18,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04340,D02405,A01003,2025-11-14,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N04341,D02406,A00659,2025-03-23,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04342,D02406,A00659,2025-04-05,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04343,D02407,A00939,2025-04-14,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N04344,D02407,A00939,2025-04-10,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N04345,D02408,A00780,2025-03-14,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04346,D02409,A00011,2026-03-29,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04347,D02409,A00011,2026-03-31,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04348,D02409,A00011,2026-03-24,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N04349,D02410,A01606,2025-04-24,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04350,D02411,A01280,2025-06-20,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N04351,D02411,A01280,2025-06-29,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N04352,D02412,A00396,2026-03-29,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N04353,D02413,A00731,2025-08-07,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N04354,D02414,A01833,2025-05-03,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N04355,D02414,A01833,2025-05-13,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N04356,D02415,A00409,2025-07-08,Customer raised concerns that Figma is already adopted by the team.,Competitive,competitor_switch,figma,0.6
