account_id,monthly_revenue,plan_type,region,industry,churn_probability,risk_tier,estimated_monthly_revenue_at_risk,risk_threshold_default
A00358,48,pro,Europe,tech_startup,0.3104318589949604,Medium,14.9,0.5
A01106,36,pro,Europe,tech_startup,0.4135278312764885,Medium,14.89,0.5
A00406,60,team,Europe,ecommerce,0.2476610709893057,Low,14.86,0.5
A00803,24,pro,North America,real_estate,0.6180185454825815,High,14.83,0.5
A01080,36,pro,North America,ecommerce,0.4116971385198561,Medium,14.82,0.5
A01509,36,pro,Europe,marketing_agency,0.4116150625974438,Medium,14.82,0.5
A01393,36,pro,Latin America,tech_startup,0.411413531770218,Medium,14.81,0.5
A01914,36,pro,Asia,tech_startup,0.4103786205411177,Medium,14.77,0.5
A01623,48,pro,Europe,media,0.3064160628999667,Medium,14.71,0.5
A00549,48,pro,North America,real_estate,0.3062524759350781,Medium,14.7,0.5
A01697,60,team,Latin America,tech_startup,0.2450143449170123,Low,14.7,0.5
A00802,36,pro,Asia,tech_startup,0.4080106557360129,Medium,14.69,0.5
A00365,48,pro,North America,media,0.3060864351715341,Medium,14.69,0.5
A01672,48,pro,North America,ecommerce,0.306017179357948,Medium,14.69,0.5
A00594,48,pro,Europe,education,0.3058779580146835,Medium,14.68,0.5
A00183,36,pro,North America,ecommerce,0.4075443923047154,Medium,14.67,0.5
A01858,48,pro,North America,media,0.3044156042944161,Medium,14.61,0.5
A00597,36,pro,North America,real_estate,0.4053104312191014,Medium,14.59,0.5
A01764,48,pro,Europe,education,0.3040246337000574,Medium,14.59,0.5
A00423,36,pro,North America,media,0.4048855033689463,Medium,14.58,0.5
A01642,48,pro,Europe,marketing_agency,0.3035095813596559,Medium,14.57,0.5
A01249,36,pro,North America,real_estate,0.4045770796954938,Medium,14.56,0.5
A01751,36,pro,Asia,ecommerce,0.4042361203470612,Medium,14.55,0.5
A01374,48,pro,Europe,marketing_agency,0.3032201158191595,Medium,14.55,0.5
A01881,36,pro,Europe,education,0.4039330742110696,Medium,14.54,0.5
A01070,24,pro,North America,marketing_agency,0.6050788472199189,High,14.52,0.5
A00773,60,team,Europe,marketing_agency,0.2413158538629234,Low,14.48,0.5
A00667,48,pro,North America,marketing_agency,0.300897934725205,Medium,14.44,0.5
A01829,24,pro,North America,marketing_agency,0.6011406621305212,High,14.43,0.5
A00373,48,pro,North America,education,0.3005413047114081,Medium,14.43,0.5
A01160,36,pro,Asia,media,0.3991706435721793,Medium,14.37,0.5
A01233,36,pro,North America,tech_startup,0.3988573597594585,Medium,14.36,0.5
A00599,48,pro,Asia,ecommerce,0.2982950429307308,Medium,14.32,0.5
A00076,24,pro,Europe,education,0.5961573652728235,High,14.31,0.5
A00582,48,pro,Asia,tech_startup,0.2977526030454917,Medium,14.29,0.5
A01512,48,pro,North America,media,0.2976159668939881,Medium,14.29,0.5
A01671,36,pro,Asia,marketing_agency,0.3967790022005056,Medium,14.28,0.5
A01041,24,pro,Europe,ecommerce,0.5929408398297193,High,14.23,0.5
A01345,48,pro,Asia,marketing_agency,0.2961444460126849,Medium,14.21,0.5
A00648,48,pro,Asia,media,0.2949552047680666,Medium,14.16,0.5
A01314,36,pro,Asia,ecommerce,0.3925577713205711,Medium,14.13,0.5
A00456,36,pro,Europe,ecommerce,0.3924439904577779,Medium,14.13,0.5
A01241,48,pro,North America,ecommerce,0.2942681048277619,Medium,14.12,0.5
A00349,36,pro,North America,education,0.3916788378395285,Medium,14.1,0.5
A01256,48,pro,Latin America,education,0.2933689930922599,Medium,14.08,0.5
A01047,36,pro,North America,real_estate,0.3899542765816168,Medium,14.04,0.5
A00261,36,pro,North America,media,0.3893399161784043,Medium,14.02,0.5
A01482,36,pro,Asia,media,0.3877924056315666,Medium,13.96,0.5
A01917,48,pro,Europe,marketing_agency,0.2908132338217986,Medium,13.96,0.5
A01800,36,pro,Latin America,media,0.387455125475746,Medium,13.95,0.5
A01596,36,pro,North America,education,0.3868235002180906,Medium,13.93,0.5
A01076,24,pro,Asia,tech_startup,0.5799885150864407,High,13.92,0.5
A00101,36,pro,Europe,tech_startup,0.3865677618040039,Medium,13.92,0.5
A01784,24,pro,Europe,ecommerce,0.5796894573243002,High,13.91,0.5
A01805,60,team,Latin America,media,0.2309502309447419,Low,13.86,0.5
A00186,36,pro,Asia,marketing_agency,0.3846019166037974,Medium,13.85,0.5
A01679,48,pro,Asia,tech_startup,0.2872295049393302,Medium,13.79,0.5
A00729,36,pro,North America,tech_startup,0.3825670410576888,Medium,13.77,0.5
A00949,36,pro,North America,media,0.3824867384316889,Medium,13.77,0.5
A01255,36,pro,Europe,marketing_agency,0.3817620835416777,Medium,13.74,0.5
A00786,36,pro,Europe,tech_startup,0.3802796900846578,Medium,13.69,0.5
A01262,36,pro,Europe,real_estate,0.3774202567809875,Medium,13.59,0.5
A00478,24,pro,North America,ecommerce,0.5650809942972663,High,13.56,0.5
A00791,48,pro,North America,ecommerce,0.2819632048031115,Medium,13.53,0.5
A01676,48,pro,North America,media,0.2819124625521178,Medium,13.53,0.5
A00077,48,pro,Europe,tech_startup,0.2798575326435709,Medium,13.43,0.5
A01971,48,pro,Europe,education,0.2795889788642056,Medium,13.42,0.5
A01478,36,pro,North America,ecommerce,0.3722204313859101,Medium,13.4,0.5
A00299,36,pro,North America,real_estate,0.3717115969838721,Medium,13.38,0.5
A00402,48,pro,North America,education,0.2787952258548541,Medium,13.38,0.5
A00481,48,pro,Europe,ecommerce,0.2783716286029515,Medium,13.36,0.5
A01843,24,pro,Europe,tech_startup,0.5558722882593408,High,13.34,0.5
A01837,48,pro,Europe,marketing_agency,0.2778614812755021,Medium,13.34,0.5
A00325,48,pro,Europe,ecommerce,0.2772663386192806,Medium,13.31,0.5
A01612,36,pro,Latin America,education,0.3694763986589985,Medium,13.3,0.5
A01872,60,team,North America,media,0.2215430015882744,Low,13.29,0.5
A00022,36,pro,Asia,marketing_agency,0.3688435459856036,Medium,13.28,0.5
A01315,36,pro,North America,real_estate,0.3678223741296048,Medium,13.24,0.5
A01238,36,pro,North America,tech_startup,0.3674625620159821,Medium,13.23,0.5
A01749,36,pro,Latin America,ecommerce,0.3657246784333007,Medium,13.17,0.5
A00153,60,team,North America,media,0.2189950114141599,Low,13.14,0.5
A00191,48,pro,North America,marketing_agency,0.2727098642614978,Medium,13.09,0.5
A01857,36,pro,North America,marketing_agency,0.3634545919308459,Medium,13.08,0.5
A00040,36,pro,North America,media,0.3633145353467334,Medium,13.08,0.5
A01635,36,pro,Europe,tech_startup,0.3623260658106352,Medium,13.04,0.5
A00787,24,pro,Asia,marketing_agency,0.5425707221818638,High,13.02,0.5
A01732,48,pro,North America,ecommerce,0.2712640953313363,Medium,13.02,0.5
A00203,60,team,Latin America,ecommerce,0.2169685092244099,Low,13.02,0.5
A00624,48,pro,Europe,marketing_agency,0.2708177046562587,Medium,13.0,0.5
A01408,48,pro,Asia,ecommerce,0.2690632932618878,Medium,12.92,0.5
A00079,48,pro,Asia,tech_startup,0.2683125444515976,Medium,12.88,0.5
A00065,48,pro,Europe,media,0.2678028294632773,Medium,12.85,0.5
A00089,48,pro,North America,ecommerce,0.2677685441103274,Medium,12.85,0.5
A01188,36,pro,North America,tech_startup,0.3565278935263648,Medium,12.84,0.5
A00198,36,pro,North America,tech_startup,0.3558862677866142,Medium,12.81,0.5
A01915,48,pro,Europe,media,0.2663032157900649,Medium,12.78,0.5
A01386,24,pro,Asia,real_estate,0.5298268872658899,High,12.72,0.5
A00473,48,pro,North America,tech_startup,0.264294267426728,Medium,12.69,0.5
A00865,36,pro,Europe,media,0.3523466043723381,Medium,12.68,0.5
A01085,36,pro,North America,tech_startup,0.350809870051261,Medium,12.63,0.5
A01711,48,pro,North America,ecommerce,0.2630784979532668,Medium,12.63,0.5
A00658,48,pro,Europe,marketing_agency,0.2619044665196185,Medium,12.57,0.5
A01139,36,pro,Europe,tech_startup,0.3483692241836293,Medium,12.54,0.5
A00863,24,pro,Europe,ecommerce,0.5217527173931847,High,12.52,0.5
A00047,36,pro,Asia,real_estate,0.3464644163526376,Medium,12.47,0.5
A01791,36,pro,Europe,marketing_agency,0.346165628650201,Medium,12.46,0.5
A00910,48,pro,North America,ecommerce,0.2581379629255249,Medium,12.39,0.5
A00584,48,pro,North America,media,0.2570367390464377,Medium,12.34,0.5
A00116,48,pro,Asia,real_estate,0.2567956967996326,Medium,12.33,0.5
A01267,36,pro,Europe,ecommerce,0.3422051925865404,Medium,12.32,0.5
A00991,36,pro,North America,marketing_agency,0.3404456366373418,Medium,12.26,0.5
A00222,48,pro,Europe,ecommerce,0.255085210217745,Medium,12.24,0.5
A01583,48,pro,North America,ecommerce,0.2549045933249128,Medium,12.24,0.5
A00114,36,pro,North America,tech_startup,0.3388840867890962,Medium,12.2,0.5
A00066,36,pro,North America,tech_startup,0.3387315936598096,Medium,12.19,0.5
A00750,24,pro,North America,marketing_agency,0.5070102829508153,High,12.17,0.5
A01173,36,pro,North America,tech_startup,0.3374611947594657,Medium,12.15,0.5
A00990,48,pro,North America,marketing_agency,0.2528458063786462,Medium,12.14,0.5
A01525,24,pro,North America,tech_startup,0.5055878041545108,High,12.13,0.5
A01148,48,pro,Europe,media,0.2513634009373009,Medium,12.07,0.5
A00696,36,pro,Latin America,tech_startup,0.3343694825375282,Medium,12.04,0.5
A01134,24,pro,Europe,marketing_agency,0.4994227212767614,Medium,11.99,0.5
A01493,48,pro,Asia,tech_startup,0.2496705008419915,Low,11.98,0.5
A00086,36,pro,North America,education,0.3322961492697541,Medium,11.96,0.5
A01810,48,pro,Europe,tech_startup,0.2470911552408451,Low,11.86,0.5
A01072,36,pro,Asia,real_estate,0.3272864851359511,Medium,11.78,0.5
A01261,36,pro,North America,real_estate,0.3262842098370125,Medium,11.75,0.5
A00158,24,pro,Asia,marketing_agency,0.4884558091007653,Medium,11.72,0.5
A00237,24,pro,North America,ecommerce,0.4879290366746867,Medium,11.71,0.5
A01182,24,pro,Latin America,ecommerce,0.4875169966669244,Medium,11.7,0.5
A00955,36,pro,Asia,tech_startup,0.324657405642354,Medium,11.69,0.5
A00657,36,pro,North America,tech_startup,0.32435290473968,Medium,11.68,0.5
A00912,48,pro,Europe,ecommerce,0.2429291959140864,Low,11.66,0.5
A01495,24,pro,Europe,ecommerce,0.485435388403063,Medium,11.65,0.5
A00283,48,pro,Asia,marketing_agency,0.2419013301465876,Low,11.61,0.5
A00844,24,pro,Asia,media,0.4830210987901904,Medium,11.59,0.5
A00232,36,pro,North America,ecommerce,0.3203497265308755,Medium,11.53,0.5
A01812,24,pro,Europe,ecommerce,0.4793447048662822,Medium,11.5,0.5
A01074,48,pro,North America,tech_startup,0.2392068772725732,Low,11.48,0.5
A00413,48,pro,North America,media,0.2390589567124504,Low,11.47,0.5
A00625,48,pro,Latin America,tech_startup,0.2389777688242762,Low,11.47,0.5
A01649,48,pro,Asia,tech_startup,0.238954883701036,Low,11.47,0.5
A00603,48,pro,Europe,education,0.2386070979184296,Low,11.45,0.5
A01425,48,pro,Latin America,marketing_agency,0.2376249475881344,Low,11.41,0.5
A00439,24,pro,Latin America,marketing_agency,0.4743079895827584,Medium,11.38,0.5
A00418,24,pro,North America,tech_startup,0.4737658399880513,Medium,11.37,0.5
A01018,36,pro,North America,tech_startup,0.3158716292485024,Medium,11.37,0.5
A01402,36,pro,Asia,real_estate,0.3158456411651395,Medium,11.37,0.5
A01755,24,pro,North America,ecommerce,0.4735215833526247,Medium,11.36,0.5
A01961,24,pro,North America,education,0.4705700419381903,Medium,11.29,0.5
A00633,24,pro,Europe,tech_startup,0.4703642533804757,Medium,11.29,0.5
A00539,48,pro,North America,tech_startup,0.2352702662533315,Low,11.29,0.5
A00713,36,pro,Europe,marketing_agency,0.3125184264679133,Medium,11.25,0.5
A01939,36,pro,North America,education,0.3117163248704019,Medium,11.22,0.5
A01794,24,pro,North America,media,0.467009623629842,Medium,11.21,0.5
A01174,24,pro,North America,education,0.4668123769259784,Medium,11.2,0.5
A01257,48,pro,North America,education,0.2326413112516229,Low,11.17,0.5
A00829,36,pro,North America,ecommerce,0.3089908007069955,Medium,11.12,0.5
A00207,36,pro,North America,tech_startup,0.3087814319036842,Medium,11.12,0.5
A01415,36,pro,Latin America,tech_startup,0.3082293945664652,Medium,11.1,0.5
A01938,24,pro,North America,media,0.461372799707069,Medium,11.07,0.5
A00416,48,pro,Latin America,education,0.2306170628611563,Low,11.07,0.5
A00388,24,pro,Latin America,real_estate,0.4598571104827393,Medium,11.04,0.5
A01807,48,pro,Asia,tech_startup,0.229998446502172,Low,11.04,0.5
A01064,24,pro,North America,education,0.4597474301710298,Medium,11.03,0.5
A00467,24,pro,North America,tech_startup,0.4570624794141449,Medium,10.97,0.5
A01468,48,pro,North America,real_estate,0.228256671557772,Low,10.96,0.5
A01605,36,pro,Asia,tech_startup,0.3041907875955179,Medium,10.95,0.5
A00899,24,pro,Europe,real_estate,0.4556871318806568,Medium,10.94,0.5
A00831,36,pro,Asia,ecommerce,0.3037396760124165,Medium,10.93,0.5
A01501,48,pro,Asia,ecommerce,0.2273249761700304,Low,10.91,0.5
A01109,48,pro,North America,tech_startup,0.2270435337891621,Low,10.9,0.5
A01396,24,pro,Asia,marketing_agency,0.453854133661105,Medium,10.89,0.5
A01334,24,pro,Latin America,marketing_agency,0.4530259339861194,Medium,10.87,0.5
A01213,48,pro,Latin America,ecommerce,0.226373323246113,Low,10.87,0.5
A01861,36,pro,North America,ecommerce,0.3017674370906392,Medium,10.86,0.5
A00163,36,pro,North America,education,0.3017488066838278,Medium,10.86,0.5
A01020,36,pro,Asia,marketing_agency,0.3014657871922588,Medium,10.85,0.5
A00466,24,pro,North America,real_estate,0.4518323631938442,Medium,10.84,0.5
A01035,48,pro,Europe,marketing_agency,0.2257623324132933,Low,10.84,0.5
A01998,36,pro,Europe,tech_startup,0.3008507345652725,Medium,10.83,0.5
A00052,24,pro,North America,ecommerce,0.4505966242584019,Medium,10.81,0.5
A01617,36,pro,Europe,ecommerce,0.30037046317478,Medium,10.81,0.5
A00441,24,pro,North America,tech_startup,0.4488724047509698,Medium,10.77,0.5
A00673,36,pro,Europe,marketing_agency,0.2978420511104457,Medium,10.72,0.5
A00409,36,pro,Latin America,media,0.2977210610980176,Medium,10.72,0.5
A00560,48,pro,North America,ecommerce,0.2229673357911933,Low,10.7,0.5
A01395,36,pro,Latin America,tech_startup,0.2959356853326653,Medium,10.65,0.5
A01219,24,pro,North America,marketing_agency,0.4432772797730162,Medium,10.64,0.5
A00081,36,pro,Europe,media,0.2953482214394757,Medium,10.63,0.5
A01059,36,pro,North America,tech_startup,0.2945476664037003,Medium,10.6,0.5
A01957,36,pro,Latin America,tech_startup,0.2941601120416676,Medium,10.59,0.5
A00586,24,pro,North America,ecommerce,0.4408878216266298,Medium,10.58,0.5
A01089,48,pro,Europe,tech_startup,0.2199353850696761,Low,10.56,0.5
A00795,24,pro,Asia,tech_startup,0.4395361297033089,Medium,10.55,0.5
A00996,48,pro,North America,tech_startup,0.2193507465542876,Low,10.53,0.5
A01434,36,pro,Europe,education,0.2905493148277944,Medium,10.46,0.5
A01104,36,pro,North America,real_estate,0.2902837227261647,Medium,10.45,0.5
A01375,36,pro,Europe,tech_startup,0.2894783280695992,Medium,10.42,0.5
A01545,24,pro,North America,ecommerce,0.4338292023617793,Medium,10.41,0.5
A00832,36,pro,Asia,media,0.2889851117622886,Medium,10.4,0.5
A00226,24,pro,North America,ecommerce,0.4322977227085088,Medium,10.38,0.5
A00706,36,pro,Europe,marketing_agency,0.288198708339052,Medium,10.38,0.5
A01796,24,pro,Asia,marketing_agency,0.4321081532544476,Medium,10.37,0.5
A01483,24,pro,North America,tech_startup,0.4319136312516533,Medium,10.37,0.5
A01891,48,pro,North America,media,0.2158432933947827,Low,10.36,0.5
A01584,24,pro,North America,education,0.431000735695608,Medium,10.34,0.5
A01280,36,pro,Asia,education,0.2873104125310471,Medium,10.34,0.5
A00693,36,pro,North America,media,0.2868075662707302,Medium,10.33,0.5
A01466,36,pro,North America,education,0.2867240881378369,Medium,10.32,0.5
A00055,24,pro,Europe,media,0.4295974997177996,Medium,10.31,0.5
A01095,36,pro,North America,tech_startup,0.2863310690783707,Medium,10.31,0.5
A00185,36,pro,North America,tech_startup,0.2849925561323298,Medium,10.26,0.5
A01867,36,pro,Asia,marketing_agency,0.284801938761676,Medium,10.25,0.5
A00743,48,pro,North America,education,0.2129836828242921,Low,10.22,0.5
A01400,36,pro,Europe,media,0.2822476919329706,Medium,10.16,0.5
A01069,24,pro,Europe,education,0.4221537532536519,Medium,10.13,0.5
A00608,24,pro,Europe,tech_startup,0.4213929679462305,Medium,10.11,0.5
A01758,24,pro,Europe,ecommerce,0.4213477932874779,Medium,10.11,0.5
A00166,24,pro,Europe,tech_startup,0.4208505825347436,Medium,10.1,0.5
A01543,24,pro,North America,ecommerce,0.4204639942996852,Medium,10.09,0.5
A00216,36,pro,Europe,education,0.2795005763776476,Medium,10.06,0.5
A01154,24,pro,North America,ecommerce,0.4165624084254158,Medium,10.0,0.5
A00861,24,pro,North America,education,0.4156645910112765,Medium,9.98,0.5
A00465,24,pro,Asia,education,0.4147143969851043,Medium,9.95,0.5
A00774,24,pro,North America,tech_startup,0.4138533364784477,Medium,9.93,0.5
A01269,24,pro,Latin America,ecommerce,0.4126469612690022,Medium,9.9,0.5
A01941,24,pro,North America,ecommerce,0.4115051735143574,Medium,9.88,0.5
A01081,36,pro,Europe,tech_startup,0.2743274161811784,Medium,9.88,0.5
A01240,48,pro,North America,real_estate,0.203744941798886,Low,9.78,0.5
A01019,24,pro,Europe,real_estate,0.4067361033572068,Medium,9.76,0.5
A00764,24,pro,Europe,marketing_agency,0.4060742638544296,Medium,9.75,0.5
A00986,24,pro,North America,tech_startup,0.4051497078494264,Medium,9.72,0.5
A01447,24,pro,North America,tech_startup,0.4048863211947947,Medium,9.72,0.5
A01846,36,pro,Latin America,ecommerce,0.2689851415018999,Medium,9.68,0.5
A00348,48,pro,North America,education,0.2015724071185937,Low,9.68,0.5
A01275,36,pro,North America,marketing_agency,0.2680669605909371,Medium,9.65,0.5
A00878,48,pro,North America,ecommerce,0.1999145676838675,Low,9.6,0.5
A00778,36,pro,Europe,real_estate,0.2664484573148328,Medium,9.59,0.5
A01692,36,pro,Latin America,tech_startup,0.2661979010841472,Medium,9.58,0.5
A01102,36,pro,Latin America,media,0.2661751711415789,Medium,9.58,0.5
A01477,12,pro,North America,real_estate,0.7972654113010313,Critical,9.57,0.5
A00129,48,pro,North America,tech_startup,0.1991129037809031,Low,9.56,0.5
A00244,24,pro,North America,ecommerce,0.3971780465365646,Medium,9.53,0.5
A00739,24,pro,Latin America,education,0.3969729211902761,Medium,9.53,0.5
A01484,36,pro,North America,tech_startup,0.2643725092896695,Medium,9.52,0.5
A00374,24,pro,Europe,ecommerce,0.3948507461963223,Medium,9.48,0.5
A00278,48,pro,Asia,ecommerce,0.1971012539982709,Low,9.46,0.5
A01524,24,pro,North America,real_estate,0.3920292528107386,Medium,9.41,0.5
A01603,36,pro,North America,tech_startup,0.2612218716241057,Medium,9.4,0.5
A01875,36,pro,North America,tech_startup,0.2610296748709983,Medium,9.4,0.5
A00245,24,pro,Europe,ecommerce,0.3887556875445375,Medium,9.33,0.5
A00193,24,pro,North America,tech_startup,0.3882667526698266,Medium,9.32,0.5
A00333,36,pro,Europe,education,0.2588410901084828,Medium,9.32,0.5
A01590,48,pro,Latin America,education,0.1939169680668809,Low,9.31,0.5
A01429,48,pro,Europe,tech_startup,0.1936623949773445,Low,9.3,0.5
A01681,24,pro,Asia,ecommerce,0.3869827029632653,Medium,9.29,0.5
A00760,36,pro,North America,tech_startup,0.2574438902407774,Medium,9.27,0.5
A00602,24,pro,North America,real_estate,0.385425990713524,Medium,9.25,0.5
A00956,24,pro,Asia,marketing_agency,0.3850451141312693,Medium,9.24,0.5
A00640,24,pro,North America,marketing_agency,0.3845537644776241,Medium,9.23,0.5
A00812,36,pro,Europe,ecommerce,0.2559918304208637,Medium,9.22,0.5
A01557,12,pro,North America,real_estate,0.7678156459212924,Critical,9.21,0.5
A00502,12,pro,North America,media,0.7672114356285743,Critical,9.21,0.5
A00178,24,pro,Asia,media,0.3827233288387857,Medium,9.19,0.5
A01989,24,pro,Asia,ecommerce,0.3797175287653888,Medium,9.11,0.5
A01516,24,pro,Europe,marketing_agency,0.3790548154707031,Medium,9.1,0.5
A00893,36,pro,North America,tech_startup,0.2528102268083267,Medium,9.1,0.5
A00220,36,pro,North America,real_estate,0.2527088226433553,Medium,9.1,0.5
A01675,36,pro,Asia,marketing_agency,0.2521142516447946,Medium,9.08,0.5
A00109,48,pro,North America,ecommerce,0.1892666030065267,Low,9.08,0.5
A01613,24,pro,Asia,real_estate,0.3765812567962517,Medium,9.04,0.5
A00505,12,pro,North America,tech_startup,0.7497711224687208,High,9.0,0.5
A01814,24,pro,North America,tech_startup,0.3724014828318551,Medium,8.94,0.5
A01124,48,pro,Asia,media,0.186185529266264,Low,8.94,0.5
A01489,12,pro,North America,real_estate,0.7431335794144613,High,8.92,0.5
A01336,36,pro,North America,tech_startup,0.2475951349761946,Low,8.91,0.5
A01978,24,pro,Asia,education,0.3698130697109261,Medium,8.88,0.5
A00427,24,pro,Europe,ecommerce,0.3697979908825726,Medium,8.88,0.5
A00973,24,pro,Asia,marketing_agency,0.3690526232445525,Medium,8.86,0.5
A00301,36,pro,North America,ecommerce,0.2455183724480323,Low,8.84,0.5
A00708,36,pro,Europe,ecommerce,0.2453721926704168,Low,8.83,0.5
A00682,48,pro,North America,marketing_agency,0.1838561294614053,Low,8.83,0.5
A01057,36,pro,North America,media,0.2448187799623819,Low,8.81,0.5
A01832,12,pro,North America,ecommerce,0.7296484513293393,High,8.76,0.5
A00833,24,pro,Europe,media,0.3651869904632981,Medium,8.76,0.5
A01115,24,pro,North America,ecommerce,0.3639847836160256,Medium,8.74,0.5
A00121,24,pro,Europe,media,0.3636353131985313,Medium,8.73,0.5
A00585,24,pro,North America,marketing_agency,0.3623587232063607,Medium,8.7,0.5
A01303,36,pro,Latin America,ecommerce,0.2415595777959058,Low,8.7,0.5
A01723,12,pro,Europe,education,0.7240884681442312,High,8.69,0.5
A01833,12,pro,North America,real_estate,0.7238445576217906,High,8.69,0.5
A01121,24,pro,Europe,education,0.3612287129593943,Medium,8.67,0.5
A00435,36,pro,North America,ecommerce,0.2401012558312364,Low,8.64,0.5
A00605,36,pro,North America,ecommerce,0.2400716597885577,Low,8.64,0.5
A00392,36,pro,Europe,education,0.2398329999715569,Low,8.63,0.5
A00766,24,pro,Europe,ecommerce,0.3590336594211803,Medium,8.62,0.5
A00727,24,pro,Latin America,ecommerce,0.3578346158659456,Medium,8.59,0.5
A00017,24,pro,North America,real_estate,0.3574078900961728,Medium,8.58,0.5
A00436,36,pro,Asia,media,0.2381225550307425,Low,8.57,0.5
A00907,24,pro,North America,marketing_agency,0.3561096625668249,Medium,8.55,0.5
A01787,24,pro,Asia,media,0.3560571908218226,Medium,8.55,0.5
A01772,24,pro,Europe,ecommerce,0.3552601356634434,Medium,8.53,0.5
A01499,24,pro,North America,education,0.3546287258869324,Medium,8.51,0.5
A00056,36,pro,North America,real_estate,0.2352994803327823,Low,8.47,0.5
A01403,24,pro,North America,education,0.3520953607795215,Medium,8.45,0.5
A00737,36,pro,Europe,ecommerce,0.2346736721518341,Low,8.45,0.5
A00569,24,pro,Latin America,real_estate,0.3511895446161242,Medium,8.43,0.5
A00310,24,pro,Latin America,education,0.3496576416924797,Medium,8.39,0.5
A00950,12,pro,North America,ecommerce,0.6984716923531835,High,8.38,0.5
A01719,12,pro,Asia,marketing_agency,0.6982255006093432,High,8.38,0.5
A00769,12,pro,Europe,marketing_agency,0.6962750401200801,High,8.36,0.5
A01514,24,pro,Asia,marketing_agency,0.346562740116091,Medium,8.32,0.5
A01301,24,pro,Europe,tech_startup,0.3460616041151629,Medium,8.31,0.5
A01696,24,pro,Europe,education,0.3457860637661563,Medium,8.3,0.5
A01087,48,pro,Asia,marketing_agency,0.1727584838021384,Low,8.29,0.5
A00195,24,pro,Asia,media,0.344264033334186,Medium,8.26,0.5
A00647,24,pro,North America,real_estate,0.3441562295882362,Medium,8.26,0.5
A00514,24,pro,Asia,tech_startup,0.3440673850625592,Medium,8.26,0.5
A01150,36,pro,North America,marketing_agency,0.2294871992564114,Low,8.26,0.5
A00520,12,pro,Latin America,education,0.6878052277556077,High,8.25,0.5
A01577,24,pro,North America,education,0.3437792583184988,Medium,8.25,0.5
A00411,36,pro,Europe,tech_startup,0.229211922169678,Low,8.25,0.5
A01754,24,pro,Europe,ecommerce,0.3429627445699337,Medium,8.23,0.5
A01341,24,pro,Europe,marketing_agency,0.3424111430635379,Medium,8.22,0.5
A01376,24,pro,North America,ecommerce,0.3412056163328469,Medium,8.19,0.5
A01363,36,pro,North America,ecommerce,0.2258127698324861,Low,8.13,0.5
A01297,24,pro,Europe,tech_startup,0.3375467053315363,Medium,8.1,0.5
A00942,24,pro,Europe,marketing_agency,0.3354324199307694,Medium,8.05,0.5
A01053,12,pro,North America,ecommerce,0.6691252435419618,High,8.03,0.5
A01730,24,pro,Europe,tech_startup,0.3345827636510038,Medium,8.03,0.5
A01114,24,pro,Asia,tech_startup,0.3338047934165287,Medium,8.01,0.5
A00155,24,pro,Asia,marketing_agency,0.3323388489739137,Medium,7.98,0.5
A00386,24,pro,Europe,ecommerce,0.3319342144501262,Medium,7.97,0.5
A01934,24,pro,North America,tech_startup,0.3313848911916945,Medium,7.95,0.5
A01699,24,pro,Europe,marketing_agency,0.3305502842690136,Medium,7.93,0.5
A00826,24,pro,Europe,tech_startup,0.3303717556300629,Medium,7.93,0.5
A01158,24,pro,North America,education,0.3290493138026479,Medium,7.9,0.5
A01211,48,pro,North America,tech_startup,0.1646402905665648,Low,7.9,0.5
A00399,12,pro,Asia,ecommerce,0.6571661994244594,High,7.89,0.5
A01977,12,pro,North America,tech_startup,0.6570128131910292,High,7.88,0.5
A00747,24,pro,North America,tech_startup,0.327963291674814,Medium,7.87,0.5
A01993,24,pro,Latin America,tech_startup,0.3277920078284596,Medium,7.87,0.5
A00247,48,pro,Europe,education,0.1636665981516585,Low,7.86,0.5
A01935,12,pro,Europe,ecommerce,0.6541118863745209,High,7.85,0.5
A01988,12,pro,Latin America,marketing_agency,0.6526652494005519,High,7.83,0.5
A01435,12,pro,North America,marketing_agency,0.6520918180038165,High,7.83,0.5
A00462,24,pro,North America,marketing_agency,0.3264261651908061,Medium,7.83,0.5
A01498,24,pro,North America,tech_startup,0.3232956686581412,Medium,7.76,0.5
A01753,24,pro,North America,ecommerce,0.3232839001209427,Medium,7.76,0.5
A01263,24,pro,North America,education,0.3211503715888785,Medium,7.71,0.5
A01882,24,pro,Europe,real_estate,0.3211361896956421,Medium,7.71,0.5
A00461,24,pro,North America,education,0.3210828356490591,Medium,7.71,0.5
A01075,12,pro,North America,ecommerce,0.6414375712591245,High,7.7,0.5
A01792,24,pro,Asia,ecommerce,0.3208643650295452,Medium,7.7,0.5
A01008,24,pro,Europe,marketing_agency,0.3207532098235544,Medium,7.7,0.5
A01279,12,pro,North America,media,0.6405853456442417,High,7.69,0.5
A01721,24,pro,North America,ecommerce,0.319427695448292,Medium,7.67,0.5
A00630,12,pro,Europe,education,0.6376876853187292,High,7.65,0.5
A00229,24,pro,Europe,marketing_agency,0.3183310263211149,Medium,7.64,0.5
A00940,12,pro,North America,marketing_agency,0.6354301425096431,High,7.63,0.5
A00817,36,pro,Europe,ecommerce,0.2119166881414895,Low,7.63,0.5
A01024,12,pro,North America,tech_startup,0.6343058528603679,High,7.61,0.5
A01694,24,pro,North America,ecommerce,0.3169670119379381,Medium,7.61,0.5
